State,Name,ID,Org Type,SSW,Mode,TOS,VOMS,Vehicles Available for Maximum Service,,Service Supplied (in Thousands),,,,,,,,,,Unlinked Passenger Trips,,,
,,,,,Total,,76,86,,927.804,,1498.516,,"1,061.7",,64.4,,50.9,,580.0,,"8,821.7",
PA,Williamsport Bureau of Transportation(RVT),3026,City,N,DR,PT,2,2,,0,,10.238,,10.2,,0.5,,0.5,,1.1,,10.2,
PA,Williamsport Bureau of Transportation(RVT),3026,City,N,MB,DO,23,34,,817.649,,860.483,,826.4,,56.9,,54.9,,"1,406.5",,"7,004.3",
,,,,,Total,,25,36,,817.649,,870.721,,836.6,,57.5,,55.5,,"1,407.6",,"7,014.5",
PA,York County Transportation Authority(rabbittransit),3027,Authority,N,CB,DO,2,2,,93.605,,97.282,,94.2,,4.4,,3.9,,16.7,,345.4,
PA,York County Transportation Authority(rabbittransit),3027,Authority,N,CB,PT,7,9,,315.292,,318.433,,312.2,,14.8,,14.0,,91.4,,"2,886.3",
PA,York County Transportation Authority(rabbittransit),3027,Authority,N,DR,DO,40,48,,0,,1282.591,,"1,244.1",,85.4,,82.9,,207.9,,"2,723.6",
PA,York County Transportation Authority(rabbittransit),3027,Authority,N,DR,PT,82,92,,0,,792.872,,709.6,,53.4,,45.0,,169.1,,"2,407.0",
PA,York County Transportation Authority(rabbittransit),3027,Authority,N,DT,PT,6,6,,0,,128.889,,128.9,,6.5,,6.5,,7.3,,98.1,
PA,York County Transportation Authority(rabbittransit),3027,Authority,N,MB,DO,36,40,,1281.763,,1398.236,,"1,244.4",,123.5,,114.8,,"1,619.6",,"5,571.6",
,,,,,Total,,173,197,,1690.66,,4018.303,,"3,733.4",,288.0,,267.1,,"2,112.1",,"14,031.8",
PR,Alternativa de Transporte Integrado -ATI(PRHTA),4094,State Government,N,HR,PT,32,74,,1866.248,,1980.019,,"1,911.7",,106.1,,103.2,,"10,909.4",,"52,205.6",
PR,Alternativa de Transporte Integrado -ATI(PRHTA),4094,State Government,N,MB,PT,21,30,,821.666,,843.236,,740.2,,88.2,,78.7,,"1,325.3",,"2,928.9",
,,,,,Total,,53,104,,2687.914,,2823.255,,"2,651.9",,194.3,,110.6,,"12,234.7",,"55,134.5",
PR,City of San Juan(MSJ),4112,City,Y,MB,DO,16,,,,,,,148.3,,,,24.5,,930.8,,,
PR,Federal Programs Municipality of Gurabo(Municipality of Gurabo),4123,City,Y,DR,DO,1,,,,,,,9.7,,,,1.1,,1.3,,,
PR,Federal Programs Municipality of Gurabo(Municipality of Gurabo),4123,City,Y,MB,DO,2,,,,,,,15.0,,,,1.6,,13.8,,,
,,,,,Total,,3,,,,,,,24.7,,,,2.7,,15.1,,,
PR,Metropolitan Bus Authority(MBA),4086,State Government,N,DR,DO,35,58,,0,,895.121,,683.6,,179.6,,137.8,,100.9,,647.5,
PR,Metropolitan Bus Authority(MBA),4086,State Government,N,MB,DO,125,179,,6477.072,,5067.672,,"4,510.3",,531.6,,491.6,,"10,404.3",,"38,496.1",
,,,,,Total,,160,237,,6477.072,,5962.793,,"5,193.9",,711.1,,629.3,,"10,505.2",,"39,143.6",
PR,Municipality of Aguada,4114,City,Y,DR,DO,2,,,,,,,35.8,,,,3.2,,2.2,,,
PR,Municipality of Aguada,4114,City,Y,MB,DO,2,,,,,,,19.2,,,,3.5,,27.0,,,
,,,,,Total,,4,,,,,,,55.0,,,,6.7,,29.2,,,
PR,Municipality of Barceloneta,4150,City,Y,DR,DO,4,,,,,,,32.8,,,,4.3,,2.2,,,
PR,Municipality of Barceloneta,4150,City,Y,MB,DO,6,,,,,,,82.4,,,,9.7,,111.0,,,
,,,,,Total,,10,,,,,,,115.2,,,,14.0,,113.2,,,
PR,Municipality of Bayamon(BPTS),4137,City,Y,DR,DO,2,,,,,,,8.2,,,,0.8,,1.8,,,
PR,Municipality of Bayamon(BPTS),4137,City,Y,MB,DO,4,,,,,,,37.5,,,,7.0,,72.7,,,
,,,,,Total,,6,,,,,,,45.7,,,,7.8,,74.5,,,
PR,Municipality of Caguas Mobility Office(MAC),4115,City,Y,DR,DO,2,,,,,,,10.9,,,,1.4,,1.1,,,
PR,Municipality of Caguas Mobility Office(MAC),4115,City,Y,MB,DO,9,,,,,,,39.0,,,,5.2,,143.2,,,
,,,,,Total,,11,,,,,,,49.9,,,,6.6,,144.4,,,
PR,Municipality of Camuy,4160,City,Y,MB,DO,2,,,,,,,28.6,,,,2.6,,4.3,,,
PR,Municipality of Carolina(GMAC),4125,City,Y,DR,DO,2,,,,,,,13.5,Q,,,5.5,Q,0.5,Q,,
PR,Municipality of Carolina(GMAC),4125,City,Y,MB,DO,24,,,,,,,236.5,,,,69.3,,828.2,,,
,,,,,Total,,26,,,,,,,250.0,,,,74.8,,828.7,,,
PR,Municipality of Catano,4163,City,Y,DR,DO,2,,,,,,,9.1,,,,0.3,,0.5,W,,
PR,Municipality of Catano,4163,City,Y,MB,DO,3,,,,,,,20.8,,,,0.9,,30.0,,,
,,,,,Total,,5,,,,,,,29.8,,,,1.2,,30.5,Q,,
PR,Municipality of Cayey(Cayey),4122,City,Y,DR,DO,2,,,,,,,37.2,,,,1.9,,3.5,,,
PR,Municipality of Cayey(Cayey),4122,City,Y,MB,DO,3,,,,,,,44.1,,,,3.4,,9.6,,,
,,,,,Total,,5,,,,,,,81.4,,,,5.3,,13.0,,,
PR,Municipality of Cidra(MACPR),4124,City,Y,DR,DO,4,,,,,,,49.7,,,,4.0,,6.4,,,
PR,Municipality of Cidra(MACPR),4124,City,Y,MB,DO,2,,,,,,,37.5,,,,2.9,,5.7,,,
,,,,,Total,,6,,,,,,,87.2,,,,6.9,,12.2,,,
PR,Municipality of Dorado,4198,City,Y,DR,DO,2,,,,,,,5.4,,,,0.5,,4.3,,,
PR,Municipality of Dorado,4198,City,Y,MB,DO,4,,,,,,,20.7,,,,2.2,,32.2,,,
,,,,,Total,,6,,,,,,,26.1,,,,2.8,,36.5,,,
PR,Municipality of Fajardo(Municipo de Fajardo),4164,City,Y,DR,DO,4,,,,,,,23.4,,,,3.0,,10.7,,,
PR,Municipality of Fajardo(Municipo de Fajardo),4164,City,Y,MB,DO,3,,,,,,,13.5,,,,2.9,,10.0,,,
,,,,,Total,,7,,,,,,,36.9,,,,5.9,,20.6,,,
PR,Municipality of Hatillo(MH),4151,City,Y,DR,DO,2,,,,,,,18.6,,,,4.0,,1.2,,,
PR,Municipality of Hatillo(MH),4151,City,Y,MB,DO,3,,,,,,,22.3,,,,4.3,,22.6,,,
,,,,,Total,,5,,,,,,,40.8,,,,8.4,,23.8,,,
PR,Municipality of Hormigueros,4121,City,Y,DR,DO,3,,,,,,,11.8,,,,1.2,,1.9,,,
PR,Municipality of Hormigueros,4121,City,Y,MB,DO,4,,,,,,,17.7,,,,1.6,,32.9,,,
,,,,,Total,,7,,,,,,,29.5,,,,2.8,,34.8,,,
PR,Municipality of Humacao(SITRAH),4126,City,Y,DR,DO,2,,,,,,,14.5,,,,2.5,,5.3,,,
PR,Municipality of Humacao(SITRAH),4126,City,Y,MB,DO,3,,,,,,,19.4,,,,3.2,,123.0,,,
,,,,,Total,,5,,,,,,,33.9,,,,5.7,,128.3,,,
PR,Municipality of Juncos(STJ),4165,City,Y,DR,DO,1,,,,,,,12.6,,,,0.8,,0.7,,,
PR,Municipality of Juncos(STJ),4165,City,Y,MB,DO,3,,,,,,,19.1,,,,5.0,,48.1,,,
,,,,,Total,,4,,,,,,,31.7,,,,5.8,,48.8,,,
PR,Municipality of Lares,4197,City,Y,MB,DO,7,,,,,,,39.1,,,,8.8,,68.3,,,
PR,Municipality of Manati(DCDH),4145,City,Y,DR,DO,2,,,,,,,13.3,,,,3.5,,3.1,,,
PR,Municipality of Manati(DCDH),4145,City,Y,MB,DO,3,,,,,,,18.2,,,,4.5,,66.3,,,
,,,,,Total,,5,,,,,,,31.5,,,,8.0,,69.4,,,
PR,Municipality of Mayaguez(MAYAGUEZ MUN),4194,City,Y,DR,DO,3,,,,,,,26.0,,,,4.7,,3.8,,,
PR,Municipality of Mayaguez(MAYAGUEZ MUN),4194,City,Y,MB,DO,8,,,,,,,100.1,,,,15.4,,170.6,,,
,,,,,Total,,11,,,,,,,126.1,,,,20.0,,174.3,,,
PR,Municipality of San Lorenzo,4195,City,Y,DR,DO,2,,,,,,,7.5,,,,0.5,,2.0,,,
PR,Municipality of San Lorenzo,4195,City,Y,MB,DO,2,,,,,,,35.4,,,,3.7,,68.3,,,
,,,,,Total,,4,,,,,,,42.9,,,,4.2,,70.2,,,
PR,Municipality of San Sebastian(MSS),4183,City,Y,DR,DO,2,,,,,,,27.3,,,,1.9,,6.8,,,
PR,Municipality of San Sebastian(MSS),4183,City,Y,MB,DO,1,,,,,,,10.5,,,,1.0,,4.1,,,
,,,,,Total,,3,,,,,,,37.8,,,,2.9,,10.9,,,
PR,Municipality of Toa Baja,4182,City,Y,DR,DO,3,,,,,,,60.3,,,,6.9,,13.9,,,
PR,Municipality of Toa Baja,4182,City,Y,MB,DO,4,,,,,,,85.3,,,,8.0,,196.4,,,
,,,,,Total,,7,,,,,,,145.6,,,,14.9,,210.3,,,
PR,Municipality of Vega Baja(DDEC),4117,City,Y,DR,DO,2,,,,,,,23.6,,,,3.4,,8.6,,,
PR,Municipality of Vega Baja(DDEC),4117,City,Y,MB,DO,2,,,,,,,26.1,,,,4.9,,32.0,,,
,,,,,Total,,4,,,,,,,49.7,,,,8.3,,40.7,,,
PR,Municipality of Yauco(STC),4174,City,Y,DR,DO,5,,,,,,,37.5,,,,5.9,,4.0,,,
PR,Municipality of Yauco(STC),4174,City,Y,MB,DO,10,,,,,,,181.9,,,,27.6,,80.1,,,
,,,,,Total,,15,,,,,,,219.4,,,,33.5,,84.1,,,
PR,Puerto Rico Highway and Transportation Authority PRHTA(DTPW),4105,State Government,N,PB,PT,"2,605",2873,,0,,29157.479,,"27,311.9",,"2,552.9",,"2,397.5",,"32,670.5",,"145,439.9",
PR,Puerto Rico Maritime Transport Authority (PRMTA),4175,State Government,N,FB,DO,13,21,,201.064,,201.064,,201.1,,19.2,,19.2,,"1,900.1",,"20,900.8",
RI,Rhode Island Public Transit Authority(RIPTA),1001,Authority,N,DR,PT,18,20,,0,,736.83,,644.1,,47.6,,41.3,,78.1,,690.2,
RI,Rhode Island Public Transit Authority(RIPTA),1001,Authority,N,DR,DO,86,113,,0,,3571.414,,"3,085.5",,243.1,,219.4,,482.2,,"3,183.6",
RI,Rhode Island Public Transit Authority(RIPTA),1001,Authority,N,DT,PT,14,14,,0,,1161.987,,"1,162.0",,58.4,,58.4,,146.0,,"1,439.4",
RI,Rhode Island Public Transit Authority(RIPTA),1001,Authority,N,MB,DO,188,237,,8407.858,,9895.644,,"8,387.7",,684.7,,632.7,,"19,762.9",,"83,518.3",
,,,,,Total,,306,384,,8407.858,,15365.875,,"13,279.3",,"1,033.8",,951.8,,"20,469.2",,"88,831.5",
SC,Anderson Transit Authority(Electric City Transit),4081,City,Y,MB,DO,4,,,,,,,194.1,,,,12.3,,326.9,,,
SC,Central Midlands Regional Transit Authority(CMRTA),4141,Authority,N,DR,PT,13,21,,0,,580.921,,533.5,,28.0,,25.4,,57.2,,581.0,
SC,Central Midlands Regional Transit Authority(CMRTA),4141,Authority,N,MB,PT,28,41,,1237.403,,1245.265,,"1,148.4",,99.6,,95.3,,"1,568.8",,"5,000.2",
,,,,,Total,,41,62,,1237.403,,1826.186,,"1,681.9",,127.6,,120.7,,"1,626.0",,"5,581.2",
SC,Charleston Area Regional Transportation Authority(CARTA),4110,Authority,N,DR,PT,23,24,,0,,652.929,,591.5,,43.1,,39.4,,72.3,,783.4,
SC,Charleston Area Regional Transportation Authority(CARTA),4110,Authority,N,MB,PT,81,96,,2849.102,,2881.023,,"2,848.3",,208.8,,207.6,,"4,832.1",,"17,938.2",
,,,,,Total,,104,120,,2849.102,,3533.952,,"3,439.7",,252.0,,246.9,,"4,904.5",,"18,721.6",
SC,City of Clemson/ Clemson Area Transit(CAT),4208,City,Y,MB,DO,18,,,,,,,517.1,,,,45.2,,"1,504.6",,,
SC,Greenville Transit Authority(GTA),4053,Authority,N,DR,DO,3,5,,0,,76.681,,71.1,,7.1,,5.5,,9.5,,71.1,
SC,Greenville Transit Authority(GTA),4053,Authority,N,MB,DO,11,19,,662.42,,666.237,,655.0,,45.7,,44.0,,801.0,,"4,405.4",
,,,,,Total,,14,24,,662.42,,742.918,,726.1,,52.7,,49.5,,810.5,,"4,476.5",
SC,Lower Savannah COG(LSCOG),4156,MPO,Y,DR,PT,6,,,,,,,22.1,,,,1.3,,3.5,,,
SC,Lower Savannah COG(LSCOG),4156,MPO,Y,MB,PT,3,,,,,,,114.4,,,,6.8,,23.8,,,
,,,,,Total,,9,,,,,,,136.4,,,,8.1,,27.3,,,
SC,Pee Dee Regional Transportation Authority(PDRTA),4056,Authority,N,DR,DO,60,79,,0,,2395.137,,"2,189.3",,106.8,,99.0,,182.7,,"2,231.4",
SC,Pee Dee Regional Transportation Authority(PDRTA),4056,Authority,N,MB,DO,13,25,,623.116,,680.015,,623.5,,37.5,,34.7,,231.6,,"4,249.1",
,,,,,Total,,73,104,,623.116,,3075.152,,"2,812.7",,144.3,,133.7,,414.3,,"6,480.5",
SC,Santee Wateree Regional Transportation Authority(SWRTA),4100,Authority,N,CB,DO,7,8,,290,,331.771,,290.6,,11.6,,9.9,,45.8,,"2,155.9",
SC,Santee Wateree Regional Transportation Authority(SWRTA),4100,Authority,N,DR,DO,46,47,,0,,1036.752,,907.7,,51.7,,44.2,,130.5,,"2,078.4",
SC,Santee Wateree Regional Transportation Authority(SWRTA),4100,Authority,N,MB,DO,12,13,,225.143,,207.613,,205.1,,13.8,,13.5,,112.8,,254.2,
,,,,,Total,,65,68,,515.143,,1576.136,,"1,403.4",,77.0,,67.6,,289.2,,"4,488.5",
SC,Spartanburg County Transportation Services(sctsb),4088,City,N,DR,PT,41,63,,0,,1868.452,,"1,625.6",,111.0,,95.2,,191.9,,"2,615.9",
SC,Spartanburg Transit System(SPARTA),4101,Authority,Y,MB,DO,11,,,,,,,268.6,,,,21.1,,524.3,,,
SC,Waccamaw Regional Transportation Authority(The Coast RTA),4102,Authority,N,DR,DO,20,23,,0,,426.483,,376.1,,22.2,,19.8,,31.5,,332.5,
SC,Waccamaw Regional Transportation Authority(The Coast RTA),4102,Authority,N,MB,DO,22,39,,1055.825,,1112.2,,"1,078.8",,69.4,,67.3,,916.9,,0.0,W
,,,,,Total,,42,62,,1055.825,,1538.683,,"1,454.9",,91.7,,87.1,,948.4,,332.5,Q
SC,York County Council on Aging(YCCOA),4187,Contractor,Y,DR,DO,10,,,,,,,208.1,,,,11.2,,22.4,,,
SD,Rapid Transit System,8014,City,Y,DR,DO,12,,,,,,,289.4,,,,26.9,,86.9,,,
SD,Rapid Transit System,8014,City,Y,MB,DO,8,,,,,,,288.6,,,,19.6,,329.9,,,
,,,,,Total,,20,,,,,,,578.0,,,,46.5,,416.8,,,
SD,Su Tran LLC dba: Sioux Area Metro(SAM),8002,Authority,N,DR,DO,20,23,,0,,666.634,,659.3,,56.5,,55.9,,146.3,,910.3,
SD,Su Tran LLC dba: Sioux Area Metro(SAM),8002,Authority,N,MB,DO,28,31,,691.111,,741.534,,735.3,,55.7,,55.3,,"1,026.7",,"6,019.9",
,,,,,Total,,48,54,,691.111,,1408.168,,"1,394.6",,112.1,,111.2,,"1,173.0",,"6,930.2",
TN,Bristol Tennessee Transit System(BTTS),4055,City,Y,DR,DO,3,,,,,,,99.1,,,,9.2,,16.7,,,
TN,Bristol Tennessee Transit System(BTTS),4055,City,Y,MB,DO,3,,,,,,,108.5,,,,8.0,,63.3,,,
,,,,,Total,,6,,,,,,,207.6,,,,17.2,,80.0,,,
TN,Chattanooga Area Regional Transportation Authority(CARTA),4001,City,N,DR,PT,5,6,,0,,48.468,,31.2,,3.9,,2.6,,17.1,,128.7,
TN,Chattanooga Area Regional Transportation Authority(CARTA),4001,City,N,DR,DO,15,17,,0,,491.688,,410.9,,34.4,,31.6,,47.7,,476.9,
TN,Chattanooga Area Regional Transportation Authority(CARTA),4001,City,N,IP,DO,2,2,,14.473,,14.473,,14.5,,5.3,,5.3,,347.9,,347.9,
TN,Chattanooga Area Regional Transportation Authority(CARTA),4001,City,N,MB,DO,44,71,,1982.099,,2002.121,,"1,962.1",,138.3,,136.9,,"2,822.3",,"9,438.6",
,,,,,Total,,66,96,,1996.572,,2556.75,,"2,418.7",,181.8,,176.4,,"3,235.0",,"10,392.1",
TN,City of Murfreesboro(Rover Public Transit),4186,City,Y,DR,PT,15,,,,,,,67.2,,,,4.2,,7.1,,,
TN,City of Murfreesboro(Rover Public Transit),4186,City,Y,MB,DO,6,,,,,,,294.3,,,,18.1,,254.1,,,
,,,,,Total,,21,,,,,,,361.4,,,,22.3,,261.2,,,
TN,Clarksville Transit System(CTS),4092,City,N,DR,DO,8,10,,0,,330.557,,302.9,,21.5,,20.3,,27.7,,183.9,
TN,Clarksville Transit System(CTS),4092,City,N,MB,DO,16,24,,1109.595,,1109.359,,"1,102.4",,68.1,,64.4,,866.6,,"4,889.6",
,,,,,Total,,24,34,,1109.595,,1439.916,,"1,405.3",,89.6,,84.7,,894.4,,"5,073.5",
TN,Franklin Transit Authority(FTA),4162,City,Y,DR,PT,5,,,,,,,159.2,,,,11.2,,20.5,,,
TN,Franklin Transit Authority(FTA),4162,City,Y,MB,PT,5,,,,,,,106.2,,,,6.9,,29.5,,,
,,,,,Total,,10,,,,,,,265.4,,,,18.1,,50.0,,,
TN,Jackson Transit Authority(JTA),4057,Authority,N,DR,DO,4,11,,0,,195.577,,195.0,,13.1,,12.9,,33.3,,237.2,
TN,Jackson Transit Authority(JTA),4057,Authority,N,MB,DO,9,15,,571.46,,573.242,,570.9,,40.5,,40.1,,655.0,,"3,222.9",
,,,,,Total,,13,26,,571.46,,768.819,,765.9,,53.6,,53.0,,688.3,,"3,460.1",
TN,Johnson City Transit System(JCT),4054,City,Y,DR,DO,11,,,,,,,222.5,,,,19.5,,45.6,,,
TN,Johnson City Transit System(JCT),4054,City,Y,MB,DO,16,,,,,,,418.6,,,,31.2,,667.5,,,
,,,,,Total,,27,,,,,,,641.1,,,,50.7,,713.1,,,
TN,Kingsport Area Transit System(K.A.T.S.),4080,City,Y,DR,DO,4,,,,,,,109.4,,,,11.1,,12.7,,,
TN,Kingsport Area Transit System(K.A.T.S.),4080,City,Y,MB,DO,6,,,,,,,207.4,,,,13.8,,137.7,,,
,,,,,Total,,10,,,,,,,316.8,,,,24.9,,150.4,,,
TN,Knoxville Area Transit(KAT),4002,City,N,DR,DO,28,37,,0,,588.439,,489.7,,59.0,,50.4,,188.2,,430.9,
TN,Knoxville Area Transit(KAT),4002,City,N,MB,DO,66,111,,2453.813,,2665.451,,"2,452.6",,185.9,,176.7,,"3,173.1",,"9,773.2",
,,,,,Total,,94,148,,2453.813,,3253.89,,"2,942.3",,244.9,,227.2,,"3,361.3",,"10,204.1",
TN,Knoxville-Knox County Community Action Committee(Knox County CAC Transit),4171,Authority,N,DR,DO,38,72,,0,,1652.872,,"1,490.5",,81.6,,70.3,,165.0,,"2,277.8",
TN,Memphis Area Transit Authority(MATA),4003,City,N,DR,DO,42,60,,0,,2048.127,,"1,780.3",,120.2,,105.1,,247.4,,"2,869.2",
TN,Memphis Area Transit Authority(MATA),4003,City,N,MB,DO,123,148,,5698.434,,6381.258,,"5,688.3",,384.9,,360.1,,"8,404.6",,"46,749.6",
TN,Memphis Area Transit Authority(MATA),4003,City,N,SR,DO,10,15,,334.897,,334.877,,332.5,,43.6,,43.2,,"1,383.0",,"1,672.2",
,,,,,Total,,175,223,,6033.331,,8764.262,,"7,801.0",,548.6,,508.4,,"10,034.9",,"51,291.0",
TN,Metropolitan Transit Authority(MTA),4004,Authority,N,DR,DO,50,65,,0,,2676.988,,"2,221.3",,156.4,,129.7,,291.5,,"3,694.3",
TN,Metropolitan Transit Authority(MTA),4004,Authority,N,DT,PT,52,52,,0,,672.49,,672.5,,10.3,,10.3,,89.6,,672.5,
TN,Metropolitan Transit Authority(MTA),4004,Authority,N,MB,DO,128,146,,4674.443,,5286.018,,"4,669.5",,386.8,,361.1,,"9,273.8",,"47,124.6",
,,,,,Total,,230,263,,4674.443,,8635.496,,"7,563.3",,553.4,,501.2,,"9,654.9",,"51,491.4",
TN,Regional Transportation Authority(RTA),4159,Authority,N,CB,PT,10,12,,121.08,,233.79,,121.1,,7.6,,4.9,,122.0,,"3,224.0",
TN,Regional Transportation Authority(RTA),4159,Authority,N,CR,PT,7,15,,203.788,,209.216,,203.8,,8.4,,6.8,,279.3,,"4,461.4",
TN,Regional Transportation Authority(RTA),4159,Authority,N,VP,PT,56,65,,0,,1033.785,,"1,033.8",,22.2,,22.2,,200.4,,"8,253.8",
,,,,,Total,,73,92,,324.868,,1476.791,,"1,358.7",,38.2,,30.1,,601.7,,"15,939.3",
TN,Southeast Tennessee Human Resource Agency -Cleveland Urban Area Transit System Division(CUATs Div),4170,Semi-Public Corp,Y,DR,DO,9,,,,,,,152.4,,,,14.8,,25.1,,,
TN,Southeast Tennessee Human Resource Agency -Cleveland Urban Area Transit System Division(CUATs Div),4170,Semi-Public Corp,Y,MB,DO,7,,,,,,,199.9,,,,19.9,,70.1,,,
,,,,,Total,,16,,,,,,,352.3,,,,34.6,,95.2,,,
TN,The Transportation Management Association Group(TMA),4178,Contractor,N,VP,DO,20,26,,0,,410.572,,410.6,,9.0,,9.0,,67.8,,"2,940.7",W
TX,Amarillo City Transit(ACT),6001,City,N,DR,DO,8,25,,0,,321.183,,293.1,,25.7,,24.0,,39.8,,320.3,
TX,Amarillo City Transit(ACT),6001,City,N,MB,DO,12,23,,654.249,,668.942,,652.3,,42.3,,41.2,,386.0,,"1,361.2",
,,,,,Total,,20,48,,654.249,,990.125,,945.4,,68.0,,65.1,,425.8,,"1,681.5",
TX,Beaumont Municipal Transit System(BMT),6016,Other,N,DR,DO,6,8,,0,,220.661,,100.1,,16.4,,8.4,,24.8,,100.0,
TX,Beaumont Municipal Transit System(BMT),6016,Other,N,MB,DO,12,18,,722.949,,727.343,,720.3,,52.7,,52.1,,572.5,,"2,131.3",
,,,,,Total,,18,26,,722.949,,948.004,,820.4,,69.1,,60.4,,597.3,,"2,231.4",
TX,Brazos Transit District(The District),6059,Authority,N,DR,DO,48,51,,0,,1403.817,,"1,030.0",,62.6,,44.5,,73.0,,"1,502.7",
TX,Brazos Transit District(The District),6059,Authority,N,MB,PT,32,33,,818.006,,815.001,,815.0,,31.8,,31.8,,722.4,,"23,493.2",
TX,Brazos Transit District(The District),6059,Authority,N,MB,DO,38,40,,1122.999,,1110.661,,"1,078.3",,67.0,,65.5,,695.8,,"4,108.7",
,,,,,Total,,118,124,,1941.005,,3329.479,,"2,923.3",,161.3,,141.8,,"1,491.2",,"29,104.5",
TX,Capital Metropolitan Transportation Authority(CMTA),6048,Authority,N,CB,PT,33,35,,80.335,,124.389,,80.3,,5.9,,4.2,,78.8,,"1,091.1",
TX,Capital Metropolitan Transportation Authority(CMTA),6048,Authority,N,CB,DO,33,35,,626.778,,974.878,,626.4,,46.0,,32.8,,520.8,,"8,204.2",
TX,Capital Metropolitan Transportation Authority(CMTA),6048,Authority,N,DR,DO,91,109,,0,,3450.31,,"2,956.7",,233.4,,204.0,,382.8,,"2,978.9",
TX,Capital Metropolitan Transportation Authority(CMTA),6048,Authority,N,DR,PT,123,153,,0,,1794.376,,"1,536.9",,121.2,,104.3,,195.5,,"1,591.8",
TX,Capital Metropolitan Transportation Authority(CMTA),6048,Authority,N,DT,PT,115,115,,0,,228.402,,228.4,,8.8,,8.8,,33.4,,261.4,
TX,Capital Metropolitan Transportation Authority(CMTA),6048,Authority,N,MB,DO,173,228,,7513.046,,8463.747,,"7,509.4",,674.4,,632.1,,"19,010.8",,"84,687.0",
TX,Capital Metropolitan Transportation Authority(CMTA),6048,Authority,N,MB,PT,308,385,,5380.296,,5859.14,,"5,360.7",,427.5,,400.4,,"14,537.6",,"46,989.2",
TX,Capital Metropolitan Transportation Authority(CMTA),6048,Authority,N,VP,DO,100,127,,0,,1135.16,,"1,135.2",,41.2,,37.0,,225.2,,"5,631.7",
TX,Capital Metropolitan Transportation Authority(CMTA),6048,Authority,N,YR,PT,4,6,,285.322,,285.322,,237.1,,13.6,,10.2,,527.4,,"8,534.2",
,,,,,Total,,980,1193,,13885.777,,22315.724,,"19,671.1",,"1,572.0",,"1,433.8",,"35,512.3",,"159,969.6",
TX,Capitol Area Rural Transportation System(CARTS),6131,Authority,Y,DR,DO,4,,,,,,,89.8,,,,6.1,,16.8,,,
TX,Capitol Area Rural Transportation System(CARTS),6131,Authority,Y,MB,DO,5,,,,,,,190.3,,,,14.0,,121.3,,,
,,,,,Total,,9,,,,,,,280.1,,,,20.1,,138.1,,,
TX,"City Transit Management Company, Inc.(Citibus)",6010,City,N,DR,DO,29,32,,0,,733.563,,669.9,,44.9,,39.2,,99.0,,756.0,
TX,"City Transit Management Company, Inc.(Citibus)",6010,City,N,MB,DO,58,69,,1756.178,,1762.343,,"1,756.2",,136.8,,135.9,,"3,556.7",,"9,105.2",
,,,,,Total,,87,101,,1756.178,,2495.906,,"2,426.1",,181.7,,175.1,,"3,655.7",,"9,861.2",
TX,City of Brownsville - Brownsville Metro(BUS),6014,City,N,DR,DO,8,11,,0,,176.606,,160.5,,14.4,,13.1,,30.6,,184.4,
TX,City of Brownsville - Brownsville Metro(BUS),6014,City,N,MB,DO,19,25,,854.378,,876.858,,825.0,,75.2,,72.6,,"1,803.3",,"10,013.7",
,,,,,Total,,27,36,,854.378,,1053.464,,985.5,,89.6,,85.6,,"1,833.9",,"10,198.1",
TX,City of Cleburne(City/County Trans.),6113,City,Y,CB,DO,2,,,,,,,53.7,,,,2.0,,5.3,,,
TX,City of Cleburne(City/County Trans.),6113,City,Y,DR,DO,13,,,,,,,294.9,,,,20.4,,35.3,,,
,,,,,Total,,15,,,,,,,348.6,,,,22.4,,40.6,,,
TX,City of Grand Prairie Transportation Services Department(Grand Connection),6068,City,N,DR,DO,8,12,,0,,152.665,,138.0,,15.1,,10.8,,47.4,,309.3,
TX,City of McAllen - McAllen Express Transit(Metro McAllen),6099,City,Y,DR,DO,2,,,,,,,58.1,,,,3.8,,9.5,,,
TX,City of McAllen - McAllen Express Transit(Metro McAllen),6099,City,Y,MB,DO,8,,,,,,,451.9,,,,32.6,,617.7,,,
,,,,,Total,,10,,,,,,,510.0,,,,36.3,,627.2,,,
TX,City of Mesquite(MTED),6070,City,Y,DR,DO,13,,,,,,,173.0,,,,16.3,,30.6,,,
TX,City of Round Rock(CoRR),6125,City,Y,DR,PT,3,,,,,,,58.9,,,,3.6,,9.1,,,
TX,City of Tyler(COT),6089,City,Y,DT,PT,24,,,,,,,239.0,,,,16.2,,38.2,,,
TX,City of Tyler(COT),6089,City,Y,MB,DO,5,,,,,,,286.2,,,,19.7,,160.7,,,
,,,,,Total,,29,,,,,,,525.2,,,,35.8,,198.9,,,
TX,CityLink Transit(CityLink),6040,City,Y,DR,DO,17,,,,,,,662.4,,,,44.0,,102.9,,,
TX,CityLink Transit(CityLink),6040,City,Y,MB,DO,12,,,,,,,402.3,,,,29.6,,507.5,,,
,,,,,Total,,29,,,,,,,"1,064.7",,,,73.6,,610.3,,,
TX,Collin County Committee on Aging(CCART),6110,Non-Profit,Y,DR,DO,20,,,,,,,456.9,,,,29.5,,35.8,,,
TX,Collin County Committee on Aging(CCART),6110,Non-Profit,Y,MB,DO,2,,,,,,,71.4,,,,6.0,,25.8,,,
,,,,,Total,,22,,,,,,,528.3,,,,35.4,,61.5,,,
