State,Name,ID,Org Type,SSW,Mode,TOS,VOMS,Vehicles Available for Maximum Service,,Service Supplied (in Thousands),,,,,,,,,,Unlinked Passenger Trips,,,,
NY,Greater Glens Falls Transit System(GGFT),2120,City,Y,MB,DO,5,,,,,,,336.0,,,,18.6,,338.8,,,,
,,,,,Total,,6,,,,,,,351.0,,,,20.8,,341.0,,,,
NY,"Hendrick Hudson Bus Lines, Inc.(HHBL)",2179,Contractor,N,MB,DO,6,8,,373.3,,409.6,,362.1,,14.7,,13.2,,47.7,,"2,269.2",,
NY,Huntington Area Rapid Transit(HART),2071,City,N,DR,DO,11,12,,0.0 ,,238.9,,218.8,,18.7,,17.1,,36.6,,215.6,,
NY,Huntington Area Rapid Transit(HART),2071,City,N,MB,DO,10,12,,338.1,,336.3,,316.4,,22.7,,22.0,,225.6,,"1,056.8",,
,,,,,Total,,21,24,,338.1,,575.2,,535.2,,41.4,,39.1,,262.3,,"1,272.3",,
NY,MTA Bus Company(MTABUS),2188,Subsidiary,N,MB,DO,"1,074",1270,,"26,496.7",,"35,185.2",,"25,959.4",,"4,171.1",,"3,095.2",,"118,285.8",,"343,452.0",,
NY,MTA Long Island Rail Road(MTA LIRR),2100,Subsidiary,N,CR,DO,"1,003",1186,,"62,445.4",,"70,637.1",,"61,970.9",,"2,268.1",,"2,006.4",,"96,457.7",,"2,087,848.9",,
NY,MTA New York City Transit(NYCT),2008,Subsidiary,N,DR,PT,"1,893",2110,,0.0 ,,"69,603.2",,"62,679.0",,"5,939.3",,"5,311.0",,"5,905.4",,"68,076.0",,
NY,MTA New York City Transit(NYCT),2008,Subsidiary,N,HR,DO,"5,240",6282,,"354,365.7",,"353,357.8",,"342,637.9",,"19,866.4",,"18,859.0",,"2,497,626.0",,"10,316,671.9",,
NY,MTA New York City Transit(NYCT),2008,Subsidiary,N,MB,DO,"3,727",4344,,"94,066.9",,"113,097.5",,"95,122.7",,"14,680.9",,"12,330.9",,"800,093.8",,"1,785,741.8",,
,,,,,Total,,"10,860",12736,,"448,432.6",,"536,058.4",,"500,439.6",,"40,486.6",,"19,713.1",,"3,303,625.2",,"12,170,489.7",,
NY,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad(MTA-MNCR)",2078,Subsidiary,N,CR,DO,"1,109",1167,,"57,461.5",,"66,514.1",,"58,115.3",,"1,777.9",,"1,584.5",,"81,841.7",,"2,613,236.5",,
NY,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad(MTA-MNCR)",2078,Subsidiary,N,FB,PT,2,2,,43.9,,44.3,,44.3,,4.0,,4.0,,174.2,,661.1,,
NY,"Metro-North Commuter Railroad Company, dba: MTA Metro-North Railroad(MTA-MNCR)",2078,Subsidiary,N,MB,PT,7,13,,107.7,,181.8,,133.0,,21.8,,19.2,,384.7,,115.7,,
,,,,,Total,,"1,118",1182,,"57,613.1",,"66,740.2",,"58,292.5",,"1,803.6",,244.7,,"82,400.6",,"2,614,013.2",,
NY,"Metropolitan Suburban Bus Authority, dba: MTA Long Island Bus(MTA Long Island Bus)",2007,Subsidiary,N,DR,DO,79,101,,0.0 ,,"3,486.9",,"3,040.3",,231.1,,209.6,,339.8,,"3,104.7",,
NY,"Metropolitan Suburban Bus Authority, dba: MTA Long Island Bus(MTA Long Island Bus)",2007,Subsidiary,N,MB,DO,255,301,,"10,368.6",,"12,057.7",,"10,394.5",,990.0,,902.1,,"30,319.7",,"150,526.8",,
,,,,,Total,,334,402,,"10,368.6",,"15,544.6",,"13,434.8",,"1,221.1",,"1,111.7",,"30,659.5",,"153,631.5",,
NY,Monroe Bus Corporation,2137,For-Profit,N,MB,DO,12,22,,672.4,,698.7,,670.8,,20.0,,18.3,,300.2,,"17,473.6",,
NY,Monsey New Square Trails Corporation,2135,For-Profit,N,MB,DO,32,34,,"1,080.0",,"1,168.6",,"1,077.1",,48.5,,44.8,,590.2,,"23,668.1",,
NY,New York City Department of Transportation(NYCDOT),2082,City,N,FB,DO,4,4,,184.2,,185.5,,184.1,,17.7,,17.6,,"21,405.8",,"111,310.0",,
NY,New York City Department of Transportation(NYCDOT),2082,City,N,MB,PT,24,27,,623.1,,"1,148.0",,623.1,,47.9,,29.0,,631.4,,"3,876.5",,
,,,,,Total,,28,31,,807.3,,"1,333.5",,807.2,,65.6,,46.5,,"22,037.1",,"115,186.5",,
NY,Newburgh Beacon Bus Corporation(NBBC),2148,For-Profit,N,DR,DO,4,5,,0.0 ,,114.0,,105.6,,6.4,,5.8,,22.7,,132.7,,
NY,Newburgh Beacon Bus Corporation(NBBC),2148,For-Profit,N,MB,DO,6,7,,228.9,,236.9,,228.4,,17.5,,17.1,,126.1,,507.0,,
,,,,,Total,,10,12,,228.9,,350.9,,334.0,,23.9,,22.9,,148.8,,639.7,,
NY,Niagara Frontier Transportation Authority(NFT Metro),2004,Agency,N,DR,DO,68,74,,0.0 ,,"1,844.4",,"1,434.6",,109.0,,85.8,,146.6,,"1,467.9",,
NY,Niagara Frontier Transportation Authority(NFT Metro),2004,Agency,N,LR,DO,23,27,,925.1,,957.1,,941.2,,86.6,,83.4,,"6,061.3",,"15,987.9",,
NY,Niagara Frontier Transportation Authority(NFT Metro),2004,Agency,N,MB,DO,280,312,,"8,797.0",,"10,971.4",,"9,054.1",,912.7,,806.1,,"21,229.7",,"77,308.2",,
,,,,,Total,,371,413,,"9,722.1",,"13,772.9",,"11,429.9",,"1,108.3",,924.2,,"27,437.7",,"94,764.0",,
NY,"Private One of New York, LLC, dba: New York Airport Service",2171,For-Profit,N,MB,PT,10,28,,741.7,,314.8,,270.0,,25.3,,20.9,,150.4,,"2,577.9",,
NY,Private Transportation Corporation,2175,For-Profit,N,MB,PT,6,8,,208.2,,222.3,,215.6,,16.4,,15.8,,576.8,,"4,184.6",,
NY,Putnam County Transit(PART),2096,City,N,DR,PT,7,10,,0.0 ,,206.2,,150.6,,10.9,,9.1,,19.1,,150.8,,
NY,Putnam County Transit(PART),2096,City,N,MB,PT,6,15,,429.2,,444.6,,424.9,,19.8,,19.2,,153.6,,"1,774.1",,
,,,,,Total,,13,25,,429.2,,650.8,,575.5,,30.8,,28.3,,172.8,,"1,924.9",,
NY,"Regional Transit Service, Inc. and Lift Line, Inc.(R-GRTA)",2113,Agency,N,DR,DO,35,50,,0.0 ,,"1,752.8",,"1,443.7",,104.0,,91.5,,168.2,,"1,300.2",,
NY,"Regional Transit Service, Inc. and Lift Line, Inc.(R-GRTA)",2113,Agency,N,MB,DO,205,263,,"6,147.0",,"6,159.7",,"5,186.2",,510.3,,444.2,,"17,507.0",,"56,577.1",,
,,,,,Total,,240,313,,"6,147.0",,"7,912.5",,"6,629.9",,614.3,,535.6,,"17,675.2",,"57,877.3",,
NY,"Staten Island Rapid Transit Operating Authority, dba: MTA Staten Island Railway(SIRTOA)",2099,Agency,N,HR,DO,46,3663,,"2,431.2",,"2,667.9",,"2,428.2",,126.3,,118.4,,"7,585.8",,"44,177.1",,
NY,Suffolk County Department of Public Works - Transportation Division(ST),2072,City,N,DR,PT,102,123,,0.0 ,,"6,953.1",,"5,896.2",,334.2,,286.7,,474.7,,"5,532.3",,
NY,Suffolk County Department of Public Works - Transportation Division(ST),2072,City,N,MB,PT,133,160,,"7,235.5",,"7,962.4",,"7,225.8",,407.2,,381.2,,"6,300.0",,"48,510.0",,
,,,,,Total,,235,283,,"7,235.5",,"14,915.5",,"13,122.0",,741.4,,667.9,,"6,774.7",,"54,042.3",,
NY,Tioga County(Tioga County Transit),2158,City,Y,DR,PT,5,,,,,,,139.8,,,,6.2,,12.5,,,,
NY,Tioga County(Tioga County Transit),2158,City,Y,MB,PT,11,,,,,,,473.9,,,,18.1,,61.3,,,,
,,,,,Total,,16,,,,,,,613.7,,,,24.2,,73.8,,,,
NY,Tompkins Consolidated Area Transit(TCAT),2145,Non-Profit,N,DR,PT,21,31,,0.0 ,,466.3,,417.9,,28.0,,23.9,,65.2,,476.2,,
NY,Tompkins Consolidated Area Transit(TCAT),2145,Non-Profit,N,MB,DO,43,54,,"1,706.0",,"1,746.8",,"1,709.5",,130.0,,127.4,,"3,944.6",,"9,061.3",,
NY,Tompkins Consolidated Area Transit(TCAT),2145,Non-Profit,N,VP,PT,2,3,,0.0 ,,23.8,,23.8,,0.6,,0.6,,5.4,,129.2,,
,,,,,Total,,66,88,,"1,706.0",,"2,236.9",,"2,151.2",,158.6,,151.9,,"4,015.2",,"9,666.7",,
NY,Town of Highlands Dial-A-Bus(None),2182,Agency,Y,DR,DO,1,,,,,,,11.1,,,,2.0,,33.8,,,,
NY,Town of Monroe Dial-A-Bus(Monroe DAB),2183,City,N,DR,DO,6,7,,0.0 ,,112.4,,105.3,,10.8,,10.2,,32.0,,104.8,,
NY,Town of Newburgh,2143,Agency,Y,DR,DO,2,,,,,,,31.4,,,,2.4,,4.9,,,,
NY,Transport of Rockland(TOR),2084,City,N,MB,PT,52,62,,"2,385.9",,"2,754.1",,"2,385.9",,154.8,,133.6,,"3,405.6",,"21,967.0",Q,
NY,Transportation Resources Intra-County for Physically Handicapped and Senior Citizens(TRIPS),2086,City,Y,DR,DO,21,,,,,,,553.5,,,,28.2,,69.8,,,,
NY,Ulster County Area Transit(UCAT),2178,City,N,DR,DO,3,4,,0.0 ,,115.9,,93.5,,7.4,,6.1,,8.6,,138.0,,
NY,Ulster County Area Transit(UCAT),2178,City,N,MB,PT,1,2,,40.1,,43.8,,39.9,,1.9,,1.8,,17.1,,168.3,,
NY,Ulster County Area Transit(UCAT),2178,City,N,MB,DO,17,26,,968.3,,984.9,,952.2,,50.6,,48.5,,316.7,,"3,484.8",,
,,,,,Total,,21,32,,"1,008.4",,"1,144.6",,"1,085.6",,59.9,,56.4,,342.4,,"3,791.1",,
NY,Village of Kiryas Joel(KJ),2187,City,Y,MB,DO,5,,,,,,,82.8,,,,7.5,,63.9,,,,
NY,Village of Spring Valley Bus(Spring Valley Jitney),2089,City,Y,MB,DO,2,,,,,,,41.5,,,,4.1,,21.8,,,,
NY,Westchester County Bee-Line System(The Bee-Line System),2076,Other Public,N,DR,DO,64,74,,0.0 ,,"3,085.5",,"2,600.8",,170.7,,150.9,,255.4,,"3,085.1",,
NY,Westchester County Bee-Line System(The Bee-Line System),2076,Other Public,N,MB,DO,268,329,,"7,707.8",,"10,214.9",,"7,709.1",,815.0,,704.9,,"31,584.7",,"136,256.0",,
,,,,,Total,,332,403,,"7,707.8",,"13,300.4",,"10,309.9",,985.6,,855.8,,"31,840.1",,"139,341.1",,
OH,Brunswick Transit Alternative(BTA),5143,City,N,MB,PT,3,6,,125.1,,111.8,,110.0,,7.6,,7.6,,37.0,,196.8,Q,
OH,Butler County Regional Transit Authority(BCRTA),5157,Agency,N,DR,DO,23,25,,0.0 ,,745.6,,596.8,,43.0,,34.3,,53.1,,913.1,,
OH,Central Ohio Transit Authority(COTA),5016,Agency,N,DR,PT,64,72,,0.0 ,,"3,430.0",,"3,003.4",,169.1,,151.4,,259.9,,"2,571.1",,
OH,Central Ohio Transit Authority(COTA),5016,Agency,N,MB,DO,247,296,,"9,498.3",,"11,518.8",,"9,388.1",,835.9,,766.6,,"18,764.0",,"70,704.7",,
,,,,,Total,,311,368,,"9,498.3",,"14,948.8",,"12,391.5",,"1,005.0",,918.0,,"19,023.9",,"73,275.8",,
OH,City of Middletown - Middletown Transit System(MTS),5019,City,Y,DR,DO,2,,,,,,,42.6,,,,3.4,,7.3,,,,
OH,City of Middletown - Middletown Transit System(MTS),5019,City,Y,MB,DO,4,,,,,,,206.0,,,,13.9,,212.3,,,,
,,,,,Total,,6,,,,,,,248.6,,,,17.3,,219.6,,,,
OH,City of Newark Transit Operations(Earthworks),5138,City,Y,DR,PT,12,,,,,,,230.3,,,,20.1,,47.8,,,,
OH,City of Shelby,5195,City,Y,DR,DO,1,,,,,,,20.2,,,,1.9,,7.4,,,,
OH,Clermont Transportation Connection(CTC),5166,City,N,DR,DO,16,21,,0.0 ,,585.4,,467.0,,30.7,,23.8,,36.1,,417.0,,
OH,Clermont Transportation Connection(CTC),5166,City,N,DR,PT,21,27,,0.0 ,,760.9,,632.2,,43.9,,37.9,,59.3,,745.7,,
OH,Clermont Transportation Connection(CTC),5166,City,N,MB,DO,9,11,,145.8,,266.7,,145.5,,9.8,,5.1,,78.9,,"1,039.9",,
,,,,,Total,,46,59,,145.8,,"1,612.9",,"1,244.7",,84.3,,66.8,,174.4,,"2,202.6",,
OH,Greater Dayton Regional Transit Authority(GDRTA),5017,Agency,N,DR,DO,72,95,,0.0 ,,"2,754.4",,"2,348.2",,172.4,,155.2,,248.4,,"1,986.1",,
OH,Greater Dayton Regional Transit Authority(GDRTA),5017,Agency,N,MB,DO,87,105,,"5,032.4",,"5,232.8",,"5,029.2",,337.4,,323.7,,"6,825.1",,"31,308.2",,
OH,Greater Dayton Regional Transit Authority(GDRTA),5017,Agency,N,TB,DO,28,35,,862.5,,883.3,,862.1,,81.9,,79.3,,"2,292.0",,"6,950.9",,
,,,,,Total,,187,235,,"5,894.9",,"8,870.6",,"8,239.6",,591.7,,558.2,,"9,365.4",,"40,245.2",,
OH,Greene County Transit Board(Greene CATS),5165,City,N,DR,PT,28,34,,0.0 ,,"1,036.1",,829.9,,52.7,,42.5,,158.7,,"1,722.2",,
OH,Laketran,5117,Agency,N,CB,DO,14,22,,286.0,,529.0,,265.3,,18.8,,9.8,,187.4,,"4,368.9",,
OH,Laketran,5117,Agency,N,DR,PT,8,11,,0.0 ,,211.9,,167.0,,14.5,,10.1,,29.6,,286.0,,
OH,Laketran,5117,Agency,N,DR,DO,60,71,,0.0 ,,"1,857.2",,"1,592.6",,102.0,,84.6,,191.7,,"2,016.3",,
OH,Laketran,5117,Agency,N,MB,DO,10,18,,486.9,,581.0,,491.7,,37.8,,33.4,,303.9,,"1,458.6",,
,,,,,Total,,92,122,,772.9,,"3,179.2",,"2,516.6",,173.2,,137.8,,712.6,,"8,129.8",,
OH,Lawrence County Port Authority(LCT),5186,Agency,Y,DR,PT,7,,,,,,,43.8,,,,4.1,,5.6,,,,
OH,Lawrence County Port Authority(LCT),5186,Agency,Y,MB,PT,5,,,,,,,130.0,,,,6.8,,22.5,,,,
,,,,,Total,,12,,,,,,,173.8,,,,10.9,,28.1,,,,
OH,Licking County Transit Board(LCTB),5163,City,N,DR,PT,32,34,,0.0 ,,"1,318.8",,"1,100.2",,59.5,,50.8,,126.3,,"1,019.8",,
OH,Lima Allen County Regional Transit Authority(LACRTA),5093,Agency,N,DR,DO,16,20,,0.0 ,,119.5,,88.3,,11.6,,8.3,,48.7,,155.7,,
OH,Lima Allen County Regional Transit Authority(LACRTA),5093,Agency,N,MB,DO,8,11,,196.3,,196.9,,194.9,,14.7,,14.6,,192.0,,194.8,,
,,,,,Total,,24,31,,196.3,,316.4,,283.2,,26.3,,22.8,,240.7,,350.5,,
OH,Lorain County Transit(LCT),5095,City,Y,DR,PT,3,,,,,,,66.0,,,,6.8,,9.7,,,,
OH,Lorain County Transit(LCT),5095,City,Y,MB,PT,2,,,,,,,94.9,,,,7.0,,79.2,,,,
,,,,,Total,,5,,,,,,,160.9,,,,13.8,,88.9,,,,
OH,METRO Regional Transit Authority (METRO),5010,Agency,N,CB,DO,6,8,,156.7,,237.9,,157.0,,7.7,,5.7,,85.4,,"3,271.4",,
OH,METRO Regional Transit Authority (METRO),5010,Agency,N,DR,DO,78,88,,0.0 ,,"1,126.7",,885.7,,106.1,,88.8,,170.5,,913.0,,
OH,METRO Regional Transit Authority (METRO),5010,Agency,N,DT,PT,52,52,,0.0 ,,419.2,,419.2,,23.0,,23.0,,67.9,,419.2,,
OH,METRO Regional Transit Authority (METRO),5010,Agency,N,MB,DO,104,151,,"3,282.5",,"3,552.3",,"2,998.6",,286.7,,261.5,,"4,959.4",,"15,830.5",,
,,,,,Total,,240,299,,"3,439.2",,"5,336.2",,"4,460.5",,423.5,,379.0,,"5,283.2",,"20,434.0",,
OH,Miami County Public Transit(MCPT),5169,City,N,DR,PT,17,17,,0.0 ,,446.9,,409.2,,23.9,,22.1,,44.3,,363.1,,
OH,Niles Trumbull Transit(NiTTS),5175,City,Y,DR,PT,24,,,,,,,748.4,,,,35.3,,59.2,,,,
OH,Portage Area Regional Transportation Authority(PARTA),5021,Agency,N,DR,DO,29,36,,0.0 ,,914.0,,773.2,,49.6,,43.0,,122.4,,"1,116.6",,
OH,Portage Area Regional Transportation Authority(PARTA),5021,Agency,N,MB,DO,24,37,,856.6,,874.4,,835.1,,67.0,,61.9,,"1,445.6",,"4,149.0",,
,,,,,Total,,53,73,,856.6,,"1,788.4",,"1,608.3",,116.6,,104.9,,"1,568.1",,"5,265.6",,
OH,Richland County Transit(RCT),5090,Agency,Y,DR,PT,4,,,,,,,81.8,,,,7.0,,19.7,,,,
OH,Richland County Transit(RCT),5090,Agency,Y,MB,PT,8,,,,,,,259.5,,,,19.0,,249.9,,,,
,,,,,Total,,12,,,,,,,341.3,,,,26.0,,269.6,,,,
OH,Sandusky Transit System(STS),5164,City,Y,DR,PT,14,,,,,,,362.2,,,,32.0,,145.4,,,,
OH,Southwest Ohio Regional Transit Authority(SORTA / Metro),5012,City,N,DR,PT,48,59,,0.0 ,,"1,531.5",,"1,335.6",,94.4,,77.7,,173.0,,"2,056.5",,
OH,Southwest Ohio Regional Transit Authority(SORTA / Metro),5012,City,N,MB,DO,287,344,,"9,202.1",,"11,075.5",,"9,178.3",,767.3,,695.3,,"18,784.8",,"94,763.3",,
,,,,,Total,,335,403,,"9,202.1",,"12,607.0",,"10,513.9",,861.7,,773.0,,"18,957.7",,"96,819.8",,
OH,Springfield City Area Transit(SCAT),5020,City,Y,DR,PT,3,,,,,,,35.2,,,,2.6,,10.9,,,,
OH,Springfield City Area Transit(SCAT),5020,City,Y,MB,PT,11,,,,,,,271.0,,,,19.3,,296.3,,,,
,,,,,Total,,14,,,,,,,306.3,,,,21.9,,307.3,,,,
OH,Stark Area Regional Transit Authority(SARTA),5011,Agency,N,DR,DO,23,42,,0.0 ,,"1,102.2",,977.9,,58.2,,53.7,,128.0,,"1,201.8",,
OH,Stark Area Regional Transit Authority(SARTA),5011,Agency,N,MB,DO,34,38,,"2,138.0",,"2,267.7",,"2,140.9",,141.0,,137.3,,"2,309.4",,"11,464.6",Q,
,,,,,Total,,57,80,,"2,138.0",,"3,369.9",,"3,118.8",,199.2,,191.0,,"2,437.5",,"12,666.3",,
OH,The Greater Cleveland Regional Transit Authority(GCRTA),5015,Agency,N,DR,PT,42,42,,0.0 ,,"1,698.3",Q,"1,525.2",Q,109.1,Q,94.0,Q,181.6,,"1,323.2",,
OH,The Greater Cleveland Regional Transit Authority(GCRTA),5015,Agency,N,DR,DO,74,84,,0.0 ,,"3,380.1",Q,"3,035.1",Q,221.2,Q,192.5,Q,397.5,,"2,811.0",,
OH,The Greater Cleveland Regional Transit Authority(GCRTA),5015,Agency,N,HR,DO,18,60,,"1,536.1",,"1,781.3",,"1,766.9",,90.1,,88.8,,"5,687.9",,"39,448.2",,
OH,The Greater Cleveland Regional Transit Authority(GCRTA),5015,Agency,N,LR,DO,13,48,,684.3,,728.0,,715.5,,47.0,,45.9,,"2,745.1",,"16,762.7",,
OH,The Greater Cleveland Regional Transit Authority(GCRTA),5015,Agency,N,MB,DO,310,382,,"12,653.9",,"14,867.2",,"12,616.0",,"1,202.8",,"1,096.5",,"37,198.8",,"139,878.1",,
,,,,,Total,,457,616,,"14,874.3",,"22,454.8",,"19,658.8",,"1,670.1",,"1,471.6",,"46,210.8",,"200,223.1",,
OH,Toledo Area Regional Transit Authority(TARTA),5022,State DOT,N,DR,DO,52,64,,0.0 ,,"1,791.0",,"1,588.7",,142.9,,123.5,,269.6,,"2,181.5",,
OH,Toledo Area Regional Transit Authority(TARTA),5022,State DOT,N,MB,DO,102,121,,"2,779.7",,"3,394.4",,"2,885.3",,316.8,,302.8,,"3,087.9",,"13,387.1",,
,,,,,Total,,154,185,,"2,779.7",,"5,185.4",,"4,474.0",,459.7,,426.3,,"3,357.5",,"15,568.7",,
OH,Washington County Commissioners(CABL Bus lines),3098,City,Y,DR,PT,1,,,,,,,14.0,,,,2.3,,3.6,,,,
OH,Washington County Commissioners(CABL Bus lines),3098,City,Y,MB,PT,5,,,,,,,96.5,,,,6.1,,20.1,,,,
,,,,,Total,,6,,,,,,,110.5,,,,8.4,,23.8,,,,
OH,Western Reserve Transit Authority(WRTA),5024,Agency,N,DR,DO,12,19,,0.0 ,,454.7,,412.2,,23.3,,20.5,,39.1,,230.9,,
OH,Western Reserve Transit Authority(WRTA),5024,Agency,N,MB,DO,35,48,,"1,093.8",,"1,124.8",,"1,094.6",,84.7,,81.7,,"1,392.7",,"4,510.2",,
,,,,,Total,,47,67,,"1,093.8",,"1,579.5",,"1,506.8",,108.0,,102.2,,"1,431.8",,"4,741.1",,
OK,Central Oklahoma Transportation and Parking Authority(COTPA),6017,City,N,DR,DO,17,18,,0.0 ,,559.4,,455.2,,31.2,,27.7,,40.1,,332.0,,
OK,Central Oklahoma Transportation and Parking Authority(COTPA),6017,City,N,DT,PT,4,4,,0.0 ,,56.8,,56.8,,3.6,,3.6,,13.2,,66.5,,
OK,Central Oklahoma Transportation and Parking Authority(COTPA),6017,City,N,FB,PT,2,3,,6.2,,6.2,,6.2,,1.3,,1.3,,10.2,,40.3,,
OK,Central Oklahoma Transportation and Parking Authority(COTPA),6017,City,N,MB,DO,45,73,,"2,363.2",,"2,404.2",,"2,361.3",,151.1,,149.7,,"2,679.0",,"16,383.6",,
OK,Central Oklahoma Transportation and Parking Authority(COTPA),6017,City,N,MB,PT,4,7,,146.1,,146.1,,132.6,,8.2,,7.7,,34.0,,257.4,,
,,,,,Total,,72,105,,"2,515.6",,"3,172.7",,"3,012.1",,195.5,,190.0,,"2,776.5",,"17,079.8",,
OK,Cleveland Area Rapid Transit(CART),6096,City,Y,DR,DO,9,,,,,,,141.4,,,,13.9,,28.8,,,,
OK,Cleveland Area Rapid Transit(CART),6096,City,Y,MB,DO,14,,,,,,,373.1,,,,28.2,,992.7,,,,
,,,,,Total,,23,,,,,,,514.5,,,,42.1,,"1,021.5",,,,
OK,Metropolitan Tulsa Transit Authority(MTTA),6018,Agency,N,DR,PT,35,46,,0.0 ,,"1,222.2",,"1,078.4",,94.7,,81.9,,131.5,,901.8,,
OK,Metropolitan Tulsa Transit Authority(MTTA),6018,Agency,N,DR,DO,4,5,,0.0 ,,82.5,,76.5,,4.5,,3.6,,6.2,,42.7,,
OK,Metropolitan Tulsa Transit Authority(MTTA),6018,Agency,N,MB,PT,7,10,,140.3,,155.0,,139.3,,8.6,,8.0,,26.6,,143.4,,
OK,Metropolitan Tulsa Transit Authority(MTTA),6018,Agency,N,MB,DO,45,54,,"2,363.3",,"2,474.0",,"2,318.3",,159.9,,152.9,,"2,449.8",,"13,768.0",,
,,,,,Total,,91,115,,"2,503.7",,"3,933.6",,"3,612.6",,267.6,,246.2,,"2,614.1",,"14,855.9",,
OK,The Lawton Area Transit System(LATS),6094,City,Y,DR,DO,5,,,,,,,142.8,,,,9.6,,26.0,,,,
OK,The Lawton Area Transit System(LATS),6094,City,Y,MB,DO,10,,,,,,,590.0,,,,39.2,,407.2,,,,
,,,,,Total,,15,,,,,,,732.8,,,,48.8,,433.2,,,,
OR,"City of Bend, Bend Area Transit(BAT)",0050,City,Y,DR,PT,10,,,,,,,158.2,,,,15.4,,56.5,,,,
OR,"City of Bend, Bend Area Transit(BAT)",0050,City,Y,MB,PT,9,,,,,,,269.0,,,,21.1,,377.9,,,,
,,,,,Total,,19,,,,,,,427.2,,,,36.5,,434.5,,,,
OR,City of Corvallis(CTS),0047,City,N,MB,PT,10,14,,371.8,,381.1,,367.8,,26.9,,26.0,,884.7,,"3,621.4",,
OR,Lane Transit District(LTD),0007,Agency,N,DR,PT,51,62,,0.0 ,,"1,470.6",,"1,310.5",,120.9,,108.6,,190.1,,"1,718.4",,
OR,Lane Transit District(LTD),0007,Agency,N,DT,PT,154,154,,0.0 ,,825.0,,825.0,,28.4,,28.4,,101.3,,825.0,,
OR,Lane Transit District(LTD),0007,Agency,N,MB,PT,1,4,,69.4,,77.2,,76.0,,3.1,,2.9,,15.2,,646.2,,
OR,Lane Transit District(LTD),0007,Agency,N,MB,DO,84,97,,"2,858.5",,"3,132.2",,"2,838.9",,235.4,,220.6,,"9,117.6",,"36,572.5",,
OR,Lane Transit District(LTD),0007,Agency,N,RB,DO,8,11,,302.9,,310.0,,305.1,,26.2,,25.9,,"2,106.5",,"5,516.6",,
OR,Lane Transit District(LTD),0007,Agency,N,VP,PT,9,11,,0.0 ,,264.9,,264.9,,5.3,,5.3,,30.7,,"1,998.7",,
,,,,,Total,,307,339,,"3,230.9",,"6,080.0",,"5,620.3",,419.2,,391.8,,"11,561.5",,"47,277.3",,
OR,Metro(Metro),0052,MPO,Y,VP,PT,19,,,,,,,373.5,,,,10.6,,56.4,,,,
OR,Rogue Valley Transportation District(RVTD),0034,Agency,N,DR,PT,22,22,,0.0 ,,457.7,,396.0,,32.6,,25.6,,52.9,,457.7,,
OR,Rogue Valley Transportation District(RVTD),0034,Agency,N,MB,DO,20,24,,633.5,,685.0,,633.5,,47.5,,44.8,,"1,063.6",,"5,090.3",,
,,,,,Total,,42,46,,633.5,,"1,142.6",,"1,029.6",,80.1,,70.4,,"1,116.5",,"5,547.9",,
OR,Salem Area Mass Transit District(Cherriots),0025,Agency,N,DR,PT,136,170,,0.0 ,,"3,838.1",,"3,724.2",,238.2,,226.0,,441.9,,"6,202.5",,
OR,Salem Area Mass Transit District(Cherriots),0025,Agency,N,MB,DO,53,64,,"1,991.0",,"2,131.0",,"1,990.5",,164.5,,157.3,,"4,203.9",,"13,620.8",,
OR,Salem Area Mass Transit District(Cherriots),0025,Agency,N,VP,PT,15,16,,0.0 ,,246.5,,246.5,,5.6,,5.6,,42.9,,"1,645.6",,
,,,,,Total,,204,250,,"1,991.0",,"6,215.7",,"5,961.3",,408.3,,389.0,,"4,688.7",,"21,469.0",,
OR,South Metro Area Regional Transit(SMART),0046,City,Y,DR,DO,6,,,,,,,125.5,,,,10.6,,18.6,,,,
OR,South Metro Area Regional Transit(SMART),0046,City,Y,MB,DO,14,,,,,,,501.0,,,,33.8,,326.1,,,,
,,,,,Total,,20,,,,,,,626.5,,,,44.5,,344.7,,,,
OR,Tri-County Metropolitan Transportation District of Oregon(TriMet),0008,Agency,N,DR,PT,221,268,,0.0 ,,"7,883.8",,"6,592.5",,546.5,,476.3,,952.8,,"9,351.3",,
OR,Tri-County Metropolitan Transportation District of Oregon(TriMet),0008,Agency,N,DT,PT,45,45,,0.0 ,,936.4,,936.4,,36.0,,36.0,,111.2,,"1,139.6",,
OR,Tri-County Metropolitan Transportation District of Oregon(TriMet),0008,Agency,N,LR,DO,103,129,,"7,825.9",,"7,917.6",,"7,808.2",,541.3,,533.2,,"41,172.3",,"215,384.7",,
OR,Tri-County Metropolitan Transportation District of Oregon(TriMet),0008,Agency,N,MB,DO,520,600,,"19,461.3",,"22,880.9",,"19,396.6",,"1,766.3",,"1,636.6",,"58,248.4",,"219,728.2",,
OR,Tri-County Metropolitan Transportation District of Oregon(TriMet),0008,Agency,N,SR,DO,7,12,,200.2,,199.9,,199.1,,35.3,,35.2,,"3,788.4",,"3,652.9",,
OR,Tri-County Metropolitan Transportation District of Oregon(TriMet),0008,Agency,N,YR,PT,4,6,,164.7,,145.1,,143.1,,7.5,,6.6,,371.2,,"3,106.5",,
,,,,,Total,,900,1060,,"27,652.2",,"39,963.7",,"35,075.8",,"2,932.9",,"2,457.1",,"104,644.3",,"452,363.1",,
