State,Name,ID,Org Type,Mode,TOS,VOMS,Vehicles Available for Maximum Service,, Annual Scheduled Vehicle Revenue Miles,,Annual Vehicle Miles,,Annual Vehicle Revenue Miles,,Annual Vehicle Hours,,Annual Vehicle Revenue Hours,,Unlinked Passenger Trips,,Passenger Miles Traveled,,
CA,Long Beach Transit (LBT),9023,B,MB,DO,179,228.0,,"6,897.0",,"7,650.2",Q,"6,883.3",Q,705.7,Q,674.8,Q,"26,577.1",,"77,339.3",,
,,,,Total,,197,249.0,,"6,897.0",,"7,923.8",,"7,156.8",,717.6,,686.8,,"26,636.2",,"77,646.2",,
CA,Los Angeles County Metropolitan Transportation Authority (LACMTA),9154,B,HR,DO,70,104.0,,"6,066.2",,"6,184.0",,"5,986.3",,285.6,,263.1,,"40,883.4",,"194,031.8",,
CA,Los Angeles County Metropolitan Transportation Authority (LACMTA),9154,B,LR,DO,102,121.0,,"8,836.1",,"8,812.6",,"8,687.8",,389.7,,370.2,,"41,345.3",,"291,157.5",,
CA,Los Angeles County Metropolitan Transportation Authority (LACMTA),9154,B,MB,DO,"2,094","2,496.0",,"86,745.4",,"101,930.4",,"85,424.1",,"7,856.2",,"7,125.2",,"398,953.6",,"1,491,338.9",,
CA,Los Angeles County Metropolitan Transportation Authority (LACMTA),9154,B,MB,PT,154,185.0,,"6,847.6",,"8,368.6",,"6,800.8",,546.3,,495.1,,"14,035.7",,"53,195.4",,
CA,Los Angeles County Metropolitan Transportation Authority (LACMTA),9154,B,VP,PT,327,414.0,,0.0,,"1,066.2",,"1,066.2",,23.0,,23.0,,144.4,,"6,700.8",,
,,,,Total,,"2,747","3,320.0",,"108,495.3",,"126,361.7",,"107,965.2",,"9,101.0",,"7,865.6",,"495,362.4",,"2,036,424.4",,
CA,Merced County Transit (The Bus),9173,B,DR,PT,16,31.0,,0.0,,502.9,,468.9,,33.3,,30.3,,113.0,,823.7,,
CA,Merced County Transit (The Bus),9173,B,MB,PT,27,35.0,,"1,439.8",,"1,462.8",,"1,415.4",,78.2,,76.5,,"1,178.4",,"2,433.5",,
,,,,Total,,43,66.0,,"1,439.8",,"1,965.7",,"1,884.3",,111.5,,106.8,,"1,291.4",,"3,257.2",,
CA,Modesto Area Express (MAX),9007,B,DR,PT,11,13.0,,0.0,,512.4,,512.4,,37.1,,37.1,,103.6,,804.1,,
CA,Modesto Area Express (MAX),9007,B,MB,PT,39,51.0,,"1,729.5",,"1,797.2",Q,"1,729.6",Q,139.2,Q,134.5,Q,"3,649.6",,"11,901.0",,
,,,,Total,,50,64.0,,"1,729.5",,"2,309.6",,"2,242.0",,176.3,,171.6,,"3,753.2",,"12,705.1",,
CA,Montebello Bus Lines (MBL),9041,B,DR,DO,4,5.0,,0.0,,45.3,,31.1,,4.5,,3.2,,13.7,,31.6,,
CA,Montebello Bus Lines (MBL),9041,B,DR,PT,10,15.0,,0.0,,1.4,,1.4,,0.2,,0.2,,0.8,,1.5,,
CA,Montebello Bus Lines (MBL),9041,B,MB,PT,5,7.0,,40.4,,65.2,,40.4,,9.3,,7.1,,92.7,,350.4,,
CA,Montebello Bus Lines (MBL),9041,B,MB,DO,56,70.0,,"2,822.3",,"2,836.8",,"2,733.2",,253.6,,246.8,,"9,543.3",,"30,046.0",,
,,,,Total,,75,97.0,,"2,862.7",,"2,948.8",,"2,806.1",,267.5,,257.2,,"9,650.6",,"30,429.5",,
CA,Monterey-Salinas Transit (MST),9062,B,DR,PT,20,22.0,,0.0,,800.3,Q,643.0,Q,43.6,Q,36.7,Q,66.5,,640.2,,
CA,Monterey-Salinas Transit (MST),9062,B,MB,DO,56,78.0,,"2,702.2",,"2,957.5",,"2,699.2",,183.4,,172.7,,"4,550.4",,"21,655.4",,
CA,Monterey-Salinas Transit (MST),9062,B,MB,PT,19,21.0,,551.5,,670.2,Q,550.7,Q,41.8,Q,36.4,Q,341.9,,"4,539.3",,
,,,,Total,,95,121.0,,"3,253.6",,"4,428.0",,"3,893.0",,268.8,,245.7,,"4,958.9",,"26,834.9",,
CA,Napa County Transportation Planning Agency (NCTPA),9088,B,DR,PT,14,15.0,,0.0,,202.7,,177.6,,18.7,,16.6,,40.0,,347.5,,
CA,Napa County Transportation Planning Agency (NCTPA),9088,B,MB,PT,22,30.0,,915.0,,944.2,,914.8,,65.3,,62.4,,816.5,,"2,939.4",,
,,,,Total,,36,45.0,,915.0,,"1,146.9",,"1,092.4",,83.9,,79.0,,856.5,,"3,286.9",,
CA,North County Transit District (NCTD),9030,B,CR,PT,24,35.0,,"1,281.6",,"1,325.5",,"1,267.5",,35.0,,30.3,,"1,560.7",,"43,148.1",,
CA,North County Transit District (NCTD),9030,B,DR,PT,39,46.0,,0.0,,"1,386.3",,"1,222.8",,78.4,,69.5,,194.0,,"1,703.3",,
CA,North County Transit District (NCTD),9030,B,MB,DO,139,165.0,,"7,048.3",,"7,558.8",,"7,062.2",,524.9,,497.4,,"10,160.5",,"48,744.1",,
,,,,Total,,202,246.0,,"8,329.9",,"10,270.5",,"9,552.6",,638.3,,572.9,,"11,915.2",,"93,595.4",,
CA,Norwalk Transit System (NTS),9022,B,DR,DO,12,19.0,,0.0,,212.0,,179.1,,18.6,,16.1,,69.5,,211.5,,
CA,Norwalk Transit System (NTS),9022,B,DR,PT,2,4.0,,0.0,,8.8,,8.8,,0.5,,0.5,,2.5,,10.4,,
CA,Norwalk Transit System (NTS),9022,B,MB,DO,28,36.0,,"1,282.5",,"1,378.5",Q,"1,279.1",,105.3,,100.5,,"2,745.3",,"10,547.7",,
,,,,Total,,42,59.0,,"1,282.5",,"1,599.4",,"1,467.0",,124.4,,117.1,,"2,817.3",,"10,769.6",,
CA,Omnitrans (OMNI),9029,B,DR,PT,89,101.0,,0.0,,"3,175.5",,"2,599.3",,199.5,,162.7,,481.2,,"5,505.2",,
CA,Omnitrans (OMNI),9029,B,MB,DO,145,169.0,,"8,658.8",,"9,327.4",,"8,594.6",,691.6,,661.8,,"14,998.8",,"72,173.1",,
,,,,Total,,234,270.0,,"8,658.8",,"12,502.9",,"11,193.8",,891.0,,824.4,,"15,480.0",,"77,678.3",,
CA,Orange County Transportation Authority (OCTA),9036,B,DR,PT,266,293.0,,0.0,,"11,752.2",,"9,330.5",,797.2,,614.6,,"1,231.3",,"13,191.2",,
CA,Orange County Transportation Authority (OCTA),9036,B,MB,DO,482,574.0,,"22,212.7",,"26,619.2",,"22,193.8",,"1,974.1",,"1,794.0",,"67,802.9",,"255,683.8",,
CA,Orange County Transportation Authority (OCTA),9036,B,MB,PT,74,82.0,,"1,544.6",,"2,441.7",,"1,541.9",,140.2,,114.7,,"1,232.3",,"6,233.9",,
,,,,Total,,822,949.0,,"23,757.2",,"40,813.2",,"33,066.2",,"2,911.5",,"2,523.3",,"70,266.6",,"275,109.0",,
CA,Peninsula Corridor Joint Powers Board (PCJPB),9134,B,CR,PT,96,139.0,,"6,629.6",,"6,717.9",,"6,627.3",,194.1,,190.0,,"10,264.2",,"280,045.5",,
CA,Peninsula Corridor Joint Powers Board (PCJPB),9134,B,MB,PT,36,43.0,,844.4,,"1,514.3",,844.4,,76.7,,58.2,,"1,344.1",,"3,375.2",,
,,,,Total,,132,182.0,,"7,474.1",,"8,232.2",,"7,471.8",,270.8,,98.0,,"11,608.3",,"283,420.7",,
CA,Placer County Department of Public Works (PCDPW),9196,B,DR,PT,6,10.0,,0.0,,115.0,,97.0,,14.3,,13.7,,20.8,,92.0,,
CA,Placer County Department of Public Works (PCDPW),9196,B,MB,PT,4,6.0,,115.8,,184.4,,118.4,,6.7,,4.8,,49.8,,"1,228.2",,
CA,Placer County Department of Public Works (PCDPW),9196,B,MB,DO,16,31.0,,980.9,,"1,068.4",Q,978.6,,47.8,,45.6,,641.1,,"5,189.2",,
CA,Placer County Department of Public Works (PCDPW),9196,B,VP,PT,10,11.0,,0.0,,233.7,,233.7,,5.4,,5.4,,33.7,,"1,280.5",,
,,,,Total,,36,58.0,,"1,096.7",,"1,601.4",,"1,427.7",,74.2,,69.5,,745.4,,"7,789.8",,
CA,Redding Area Bus Authority (RABA),9093,B,DR,PT,16,23.0,,0.0,,410.1,,400.5,,28.0,,27.1,,76.1,,400.5,,
CA,Redding Area Bus Authority (RABA),9093,B,MB,PT,13,21.0,,730.1,,760.0,,730.1,,45.8,,44.9,,675.5,,"3,188.9",,
,,,,Total,,29,44.0,,730.1,,"1,170.1",,"1,130.6",,73.9,,72.0,,751.6,,"3,589.4",,
CA,Riverside Transit Agency (RTA),9031,B,DR,PT,86,96.0,,0.0,,"3,448.6",,"2,890.1",,182.9,,147.4,,249.0,,"2,682.0",,
CA,Riverside Transit Agency (RTA),9031,B,MB,PT,55,74.0,,"2,918.5",,"3,421.9",,"2,950.8",,173.1,,158.4,,"1,022.6",,"9,684.4",,
CA,Riverside Transit Agency (RTA),9031,B,MB,DO,76,113.0,,"4,274.0",,"4,782.9",,"4,224.3",,340.6,,319.5,,"5,794.8",,"35,871.3",,
,,,,Total,,217,283.0,,"7,192.6",,"11,653.4",,"10,065.2",,696.6,,625.3,,"7,066.4",,"48,237.7",,
CA,Roseville Transit,9168,B,DR,PT,6,11.0,,0.0,,190.0,,166.5,,16.5,,14.5,,41.4,,213.3,,
CA,Roseville Transit,9168,B,MB,PT,14,33.0,,642.4,,699.9,Q,642.4,Q,47.8,Q,43.0,Q,373.4,,"2,726.0",Q,
,,,,Total,,20,44.0,,642.4,,889.8,,808.9,,64.2,,57.5,,414.9,,"2,939.3",,
CA,Sacramento Regional Transit District (Sacramento RT),9019,B,DR,PT,109,128.0,,0.0,,"3,342.1",,"2,798.5",,196.6,,170.7,,310.5,,"2,670.1",,
CA,Sacramento Regional Transit District (Sacramento RT),9019,B,LR,DO,56,76.0,,"4,135.8",,"4,251.3",,"4,127.7",,218.0,,209.7,,"14,489.7",,"78,760.3",,
CA,Sacramento Regional Transit District (Sacramento RT),9019,B,MB,DO,195,269.0,,"7,642.9",,"9,069.9",,"7,637.8",,750.7,,702.8,,"17,461.5",,"54,550.6",,
,,,,Total,,360,473.0,,"11,778.7",,"16,663.2",,"14,564.0",,"1,165.3",,955.2,,"32,261.7",,"135,981.1",,
CA,San Diego Association of Governments (SANDAG),9095,B,VP,PT,566,566.0,,0.0,,"16,257.2",Q,"16,257.2",,346.4,,346.4,,"1,738.2",,"102,253.2",,
CA,San Diego Metropolitan Transit System (MTS),9026,B,DR,PT,101,130.0,,0.0,,"4,148.3",,"3,220.0",,240.0,,187.5,,621.7,,"4,229.7",,
CA,San Diego Metropolitan Transit System (MTS),9026,B,LR,DO,93,96.0,,"7,943.1",,"8,038.0",,"7,940.0",,438.6,,432.4,,"35,114.4",,"207,726.7",,
CA,San Diego Metropolitan Transit System (MTS),9026,B,MB,DO,200,256.0,,"9,638.5",,"10,689.8",,"9,622.0",,898.2,,853.0,,"26,075.9",,"98,202.8",,
CA,San Diego Metropolitan Transit System (MTS),9026,B,MB,PT,216,291.0,,"9,245.0",,"10,691.4",,"9,233.7",,901.8,,808.1,,"20,521.2",,"74,073.9",,
,,,,Total,,610,773.0,,"26,826.6",,"33,567.5",,"30,015.7",,"2,478.5",,"2,025.6",,"82,333.2",,"384,233.1",,
CA,San Francisco Bay Area Rapid Transit District (BART),9003,B,DR,PT,53,73.0,,0.0,,"2,121.0",,"1,761.9",,130.8,,114.6,,199.8,,"1,805.2",,
CA,San Francisco Bay Area Rapid Transit District (BART),9003,B,HR,DO,517,669.0,,"65,136.1",,"66,387.3",,"64,329.6",,"2,145.4",,"1,844.1",,"109,019.7",,"1,368,044.8",,
,,,,Total,,570,742.0,,"65,136.1",,"68,508.4",,"66,091.4",,"2,276.2",,361.3,,"109,219.5",,"1,369,850.0",,
CA,San Francisco Municipal Railway (MUNI),9015,B,CC,DO,28,40.0,,488.0,,475.5,,469.2,,144.2,,142.6,,"7,121.6",,"8,163.3",,
CA,San Francisco Municipal Railway (MUNI),9015,B,LR,DO,141,186.0,,"5,433.4",,"5,073.6",,"5,073.6",,572.1,,572.1,,"41,736.8",,"106,543.4",,
CA,San Francisco Municipal Railway (MUNI),9015,B,MB,DO,369,461.0,,"12,955.5",,"14,021.2",,"12,178.0",,"1,490.7",,"1,376.4",,"90,303.0",,"198,255.0",,
CA,San Francisco Municipal Railway (MUNI),9015,B,TB,DO,232,342.0,,"6,726.5",,"6,583.7",,"6,361.8",,965.6,,936.7,,"67,297.2",,"98,656.9",,
,,,,Total,,770,"1,029.0",,"25,603.3",,"26,154.0",,"24,082.5",,"3,172.6",,"3,027.8",,"206,458.7",,"411,618.6",,
CA,San Francisco Paratransit (ATC),9186,F,DR,PT,"1,555","1,755.0",,0.0,,"4,102.1",,"4,102.1",,372.2,,372.2,,"1,158.4",,"6,604.6",,
CA,San Joaquin Regional Transit District (RTD),9012,B,DR,PT,2,2.0,,0.0,,33.8,,31.1,,2.9,,2.6,,7.8,,52.1,,
CA,San Joaquin Regional Transit District (RTD),9012,B,DR,DO,22,26.0,,0.0,,551.0,,465.0,,48.1,,43.4,,89.7,,512.3,,
CA,San Joaquin Regional Transit District (RTD),9012,B,MB,DO,81,115.0,,"3,446.1",,"4,022.0",,"3,438.9",,268.3,,242.4,,"3,875.0",,0.0,,
,,,,Total,,105,143.0,,"3,446.1",,"4,606.8",,"3,935.0",,319.4,,288.4,,"3,972.5",,564.4,,
CA,San Luis Obispo Regional Transit Authority (SLORTA),9206,B,DR,PT,9,11.0,,0.0,,464.0,,341.1,,20.2,,12.5,,29.8,,0.0,W,
CA,San Luis Obispo Regional Transit Authority (SLORTA),9206,B,MB,PT,15,17.0,,729.3,,730.1,,728.6,,26.2,,26.0,,386.8,,0.0,W,
,,,,Total,,24,28.0,,729.3,,"1,194.1",,"1,069.7",,46.4,,38.5,,416.6,,0.0,W,
CA,San Mateo County Transit District (SamTrans),9009,B,DR,PT,87,113.0,,0.0,,"3,286.7",,"2,897.7",,226.7,,204.8,,317.4,,"2,691.2",,
CA,San Mateo County Transit District (SamTrans),9009,B,MB,PT,66,81.0,,"2,382.8",,"3,138.3",,"2,382.8",,206.0,,168.1,,"2,995.2",,"23,843.6",,
CA,San Mateo County Transit District (SamTrans),9009,B,MB,DO,213,280.0,,"4,950.5",,"7,052.9",,"4,911.0",,575.9,,492.4,,"11,897.5",,"49,969.7",,
,,,,Total,,366,474.0,,"7,333.3",,"13,477.9",,"10,191.5",,"1,008.7",,865.4,,"15,210.1",,"76,504.6",,
CA,Santa Barbara Metropolitan Transit District (SBMTD),9020,B,DR,PT,14,16.0,,0.0,,446.1,,386.9,,30.7,,23.1,,43.0,,231.2,,
CA,Santa Barbara Metropolitan Transit District (SBMTD),9020,B,MB,DO,80,109.0,,"2,495.7",,"2,804.0",,"2,492.3",,214.3,,192.8,,"7,654.7",,"29,110.0",,
CA,Santa Barbara Metropolitan Transit District (SBMTD),9020,B,MB,PT,4,7.0,,124.2,,153.3,,124.2,,3.7,,2.6,,55.4,,"3,373.0",,
,,,,Total,,98,132.0,,"2,619.9",,"3,403.4",,"3,003.4",,248.8,,218.5,,"7,753.0",,"32,714.2",,
CA,Santa Clara Valley Transportation Authority (VTA),9013,B,DR,PT,210,241.0,,0.0,,"7,394.7",,"6,296.1",,519.5,,445.2,,"1,025.9",,"7,835.2",,
CA,Santa Clara Valley Transportation Authority (VTA),9013,B,LR,DO,39,100.0,,"3,360.0",,"3,537.7",,"3,358.3",,214.6,,202.4,,"10,278.5",,"54,527.6",,
CA,Santa Clara Valley Transportation Authority (VTA),9013,B,MB,PT,21,24.0,,325.0,,499.0,,325.0,,40.9,,34.8,,483.2,,"1,244.1",,
CA,Santa Clara Valley Transportation Authority (VTA),9013,B,MB,DO,347,524.0,,"15,882.4",,"18,601.0",,"15,793.4",,"1,367.3",,"1,247.4",,"31,646.6",,"128,289.6",,
,,,,Total,,617,889.0,,"19,567.4",,"30,032.4",,"25,772.8",,"2,142.1",,"1,863.7",,"43,434.2",,"191,896.6",,
CA,Santa Clarita Transit (SCT),9171,B,DR,PT,14,16.0,,0.0,,476.6,,411.9,,32.0,,28.4,,72.2,,608.1,,
CA,Santa Clarita Transit (SCT),9171,B,MB,PT,63,73.0,,"3,041.5",,"3,353.8",,"2,970.4",,167.9,,151.6,,"3,661.1",,"44,079.4",,
,,,,Total,,77,89.0,,"3,041.5",,"3,830.4",,"3,382.3",,199.9,,180.0,,"3,733.3",,"44,687.4",,
CA,Santa Cruz Metropolitan Transit District (SCMTD),9006,A,DR,DO,27,28.0,,0.0,,687.7,,536.4,,54.1,,44.1,,85.4,,606.5,,
CA,Santa Cruz Metropolitan Transit District (SCMTD),9006,A,MB,DO,82,106.0,,"3,250.1",,"3,735.0",,"3,249.0",,240.9,,221.2,,"5,482.9",,"34,674.1",,
,,,,Total,,109,134.0,,"3,250.1",,"4,422.6",,"3,785.4",,295.0,,265.3,,"5,568.3",,"35,280.6",,
CA,Santa Maria Area Transit (SMAT),9087,B,DR,PT,6,9.0,,0.0,,132.4,,118.8,,10.4,,8.6,,23.8,,133.3,,
CA,Santa Maria Area Transit (SMAT),9087,B,MB,PT,15,21.0,,784.8,,842.3,,781.6,,55.1,,51.1,,"1,112.0",,"1,515.8",,
,,,,Total,,21,30.0,,784.8,,974.7,,900.4,,65.5,,59.8,,"1,135.8",,"1,649.1",,
CA,Santa Monica's Big Blue Bus (Big Blue Bus ),9008,B,DR,PT,4,6.0,,0.0,,68.5,,63.8,,8.3,,7.8,,22.6,,64.8,,
CA,Santa Monica's Big Blue Bus (Big Blue Bus ),9008,B,MB,DO,147,198.0,,"5,023.9",,"5,602.2",,"5,016.8",,491.9,,459.6,,"21,827.8",,"77,955.1",,
,,,,Total,,151,204.0,,"5,023.9",,"5,670.7",,"5,080.6",,500.2,,467.4,,"21,850.4",,"78,019.9",,
CA,Simi Valley Transit (SVT),9050,A,DR,DO,11,15.0,,0.0,,278.1,,241.0,,21.8,,19.0,,45.2,,240.2,,
CA,Simi Valley Transit (SVT),9050,A,MB,DO,8,13.0,,507.4,,532.2,,520.1,,35.3,,34.7,,483.7,,"2,562.4",,
,,,,Total,,19,28.0,,507.4,,810.3,,761.2,,57.1,,53.7,,528.9,,"2,802.6",,
CA,Sonoma County Transit,9089,B,DR,PT,25,25.0,,0.0,,656.1,Q,522.9,Q,43.4,Q,32.5,Q,37.8,,442.2,,
CA,Sonoma County Transit,9089,B,MB,PT,42,53.0,,"1,714.9",,"2,076.3",,"1,706.4",,109.1,,92.7,,"1,387.1",,"12,650.2",,
,,,,Total,,67,78.0,,"1,714.9",,"2,732.4",,"2,229.3",,152.6,,125.1,,"1,424.9",,"13,092.3",,
CA,Southern California Regional Rail Authority (Metrolink),9151,B,CR,PT,173,193.0,,"10,245.0",,"10,454.9",,"10,137.2",,289.6,,249.9,,"12,018.9",,"414,112.8",,
CA,SunLine Transit Agency (SunLine),9079,A,DR,DO,21,23.0,,0.0,,690.3,,532.3,,51.2,,40.9,,79.4,,937.3,,
CA,SunLine Transit Agency (SunLine),9079,A,MB,DO,48,53.0,,"2,000.9",,"2,016.2",,"1,895.6",,151.8,,147.0,,"3,419.5",,"20,820.2",,
,,,,Total,,69,76.0,,"2,000.9",,"2,706.4",,"2,427.9",,203.1,,187.9,,"3,498.9",,"21,757.6",,
CA,Thousand Oaks Transit (TOT),9165,B,DR,PT,12,13.0,,0.0,,463.0,,410.4,,32.6,,28.6,,73.3,,352.0,,
CA,Thousand Oaks Transit (TOT),9165,B,MB,PT,6,7.0,,186.5,,205.6,Q,186.4,,14.5,Q,13.2,,182.8,,"1,428.9",,
,,,,Total,,18,20.0,,186.5,,668.6,,596.8,,47.2,,41.8,,256.2,,"1,780.9",,
CA,Torrance Transit System (TTS),9010,B,DR,PT,36,50.0,,0.0,,327.3,,327.3,,16.1,,16.1,,75.8,,327.3,,
CA,Torrance Transit System (TTS),9010,B,MB,PT,12,14.0,,121.9,,368.0,,121.9,,14.6,,7.3,,91.1,,980.1,,
CA,Torrance Transit System (TTS),9010,B,MB,DO,44,52.0,,"1,931.2",,"1,973.7",,"1,921.8",,161.4,,156.8,,"4,556.1",,"20,210.9",,
,,,,Total,,92,116.0,,"2,053.1",,"2,669.0",,"2,370.9",,192.0,,180.2,,"4,723.0",,"21,518.2",,
CA,"University of California, Davis (Unitrans)",9142,A,MB,DO,35,47.0,,731.4,,784.9,,736.8,,73.6,,70.3,,"3,173.9",,"6,560.9",,
CA,Ventura Intercity Service Transit Authority (VISTA),9164,B,DR,PT,13,15.0,,0.0,,389.6,,353.0,,31.8,,30.4,,219.2,,815.4,,
CA,Ventura Intercity Service Transit Authority (VISTA),9164,B,MB,PT,20,24.0,,"1,266.3",,"1,547.0",,"1,265.7",,54.9,,45.6,,584.7,,"7,299.9",,
,,,,Total,,33,39.0,,"1,266.3",,"1,936.6",,"1,618.7",,86.7,,76.0,,803.8,,"8,115.2",,
CA,Victor Valley Transit Authority (VVTA),9148,B,DR,PT,25,36.0,,0.0,,805.6,,670.7,,46.2,,40.7,,113.2,,"1,398.8",,
CA,Victor Valley Transit Authority (VVTA),9148,B,MB,PT,17,31.0,,"1,355.6",,"1,450.5",,"1,353.1",,75.0,,70.9,,983.8,,"9,905.5",Q,
,,,,Total,,42,67.0,,"1,355.6",,"2,256.2",,"2,023.8",,121.2,,111.5,,"1,097.0",,"11,304.3",,
CA,Western Contra Costa Transit Authority (WestCAT),9159,B,DR,PT,8,12.0,,0.0,,241.5,,221.8,,17.3,,15.7,,43.8,,249.2,,
CA,Western Contra Costa Transit Authority (WestCAT),9159,B,MB,PT,38,40.0,,"1,504.7",,"1,643.6",,"1,504.6",,101.8,,94.1,,"1,272.8",,"7,519.9",,
,,,,Total,,46,52.0,,"1,504.7",,"1,885.1",,"1,726.4",,119.1,,109.8,,"1,316.6",,"7,769.1",,
CA,Yolo County Transportation District (YoloBus),9090,B,DR,PT,4,7.0,,0.0,,219.9,,181.1,,13.6,,10.4,,15.1,,143.3,,
CA,Yolo County Transportation District (YoloBus),9090,B,MB,PT,31,39.0,,"1,882.2",,"1,961.8",,"1,882.2",,92.7,,88.7,,"1,362.7",,"16,039.4",,
,,,,Total,,35,46.0,,"1,882.2",,"2,181.8",,"2,063.3",,106.2,,99.1,,"1,377.8",,"16,182.6",,
CA,Yuba-Sutter Transit Authority (YSTA),9061,B,DR,PT,10,15.0,,0.0,,305.6,,258.2,,22.7,,19.5,,71.0,,451.8,,
CA,Yuba-Sutter Transit Authority (YSTA),9061,B,MB,PT,21,25.0,,770.8,,885.2,,770.8,,52.8,,47.9,,757.1,,"5,504.4",,
,,,,Total,,31,40.0,,770.8,,"1,190.8",,"1,029.0",,75.5,,67.5,,828.2,,"5,956.1",,
CO,City of Greeley - Transit Services (GET),8010,A,DR,DO,6,9.0,,0.0,,180.7,,159.2,,16.5,,15.0,,33.3,,130.0,,
CO,City of Greeley - Transit Services (GET),8010,A,MB,DO,10,15.0,,389.4,,394.2,,387.7,,30.7,Q,30.3,Q,471.2,,"1,734.8",,
,,,,Total,,16,24.0,,389.4,,574.9,,546.9,,47.2,,45.3,,504.5,,"1,864.8",,
CO,City of Loveland Transit (COLT),8025,A,DR,DO,3,6.0,,0.0,,68.3,,60.4,,6.9,,6.3,,12.2,,50.9,,
CO,City of Loveland Transit (COLT),8025,A,MB,DO,2,6.0,,124.3,,130.2,,123.7,,8.3,,7.3,,103.7,,666.5,,
,,,,Total,,5,12.0,,124.3,,198.5,,184.1,,15.1,,13.6,,115.9,,717.4,,
CO,Denver Regional Transportation District (RTD),8006,E,DR,PT,354,363.0,,0.0,,"10,611.9",Q,"8,909.2",Q,717.1,Q,628.5,Q,"1,194.5",Q,"7,850.0",Q,
CO,Denver Regional Transportation District (RTD),8006,E,DR,DO,11,13.0,,0.0,,72.7,,55.8,,8.2,,6.7,,78.2,,798.9,,
CO,Denver Regional Transportation District (RTD),8006,E,LR,DO,91,92.0,,"8,691.0",,"8,837.3",,"8,721.3",,476.9,,466.4,,"18,655.5",,"119,749.8",,
CO,Denver Regional Transportation District (RTD),8006,E,MB,DO,533,626.0,,"21,501.4",,"27,049.8",,"21,650.5",,"1,728.1",,"1,494.8",,"49,759.3",,"262,087.2",,
CO,Denver Regional Transportation District (RTD),8006,E,MB,PT,354,445.0,,"16,997.8",,"19,778.5",,"16,959.3",,"1,424.7",,"1,299.9",,"24,207.3",,"134,408.3",,
CO,Denver Regional Transportation District (RTD),8006,E,VP,PT,143,168.0,,0.0,,"3,178.6",,"3,178.6",,77.3,,77.3,,301.3,,"13,066.7",Q,
,,,,Total,,"1,486","1,707.0",,"47,190.2",,"69,528.8",,"59,474.5",,"4,432.2",,"3,708.7",,"94,196.1",,"537,960.8",,
CO,Mesa County (GVT),8016,B,DR,PT,4,5.0,,0.0,,82.5,,69.2,,5.4,,4.7,,8.5,,62.1,,
CO,Mesa County (GVT),8016,B,MB,PT,11,21.0,,685.3,,711.7,,685.3,,46.0,,44.4,,657.9,,"2,996.2",,
,,,,Total,,15,26.0,,685.3,,794.2,,754.5,,51.4,,49.1,,666.4,,"3,058.3",,
CO,Mountain Metropolitan Transit (MMT),8005,B,DR,PT,68,89.0,,0.0,,"1,907.4",,"1,685.6",,134.6,,121.3,,245.0,,"1,703.7",,
CO,Mountain Metropolitan Transit (MMT),8005,B,MB,PT,75,100.0,,"3,445.0",,"3,847.0",,"3,441.9",,235.6,,213.9,,"3,497.8",,"24,974.6",,
,,,,Total,,143,189.0,,"3,445.0",,"5,754.5",,"5,127.5",,370.2,,335.2,,"3,742.9",,"26,678.3",,
CO,Pueblo Transit System (PT),8007,B,DR,PT,13,13.0,,0.0,,248.4,Q,246.7,Q,18.5,Q,17.9,Q,51.5,,216.1,Q,
CO,Pueblo Transit System (PT),8007,B,MB,DO,11,16.0,,486.9,Q,533.2,Q,528.6,Q,36.7,Q,36.2,Q,976.0,,"2,996.4",,
,,,,Total,,24,29.0,,486.9,,781.6,,775.3,,55.3,,54.1,,"1,027.5",,"3,212.4",,
CO,Transfort ,8011,B,DR,DO,11,13.0,,0.0,,137.3,,121.3,,11.6,,10.5,,25.1,,121.3,,
CO,Transfort ,8011,B,DR,PT,17,18.0,,0.0,,258.2,,227.6,,22.4,,21.0,,26.8,,179.2,,
CO,Transfort ,8011,B,MB,DO,23,27.0,,779.4,,850.3,,774.5,,70.4,,66.6,,"1,641.5",,"4,001.5",,
CO,Transfort ,8011,B,VP,PT,18,20.0,,0.0,,394.8,Q,380.3,,13.6,,13.1,,36.2,,"1,554.8",,
,,,,Total,,69,78.0,,779.4,,"1,640.6",,"1,503.8",,118.0,,111.3,,"1,729.6",,"5,856.9",,
CT,"2Plus Partners in Transportation, Inc (2Plus)",1110,F,VP,DO,33,33.0,,0.0,,478.1,Q,428.9,,9.5,Q,8.4,,49.2,,"3,189.6",,
CT,Connecticut Department of Transportation (CDOT),1102,C,CR,PT,22,43.0,,549.5,,886.1,,588.8,,18.5,,13.1,,466.4,,"9,086.5",,
CT,Connecticut Department of Transportation (CDOT),1102,C,MB,PT,23,26.0,,792.5,,"1,001.8",,792.5,,55.4,,45.3,,852.2,,"5,511.8",,
,,,,Total,,45,69.0,,"1,342.0",,"1,887.9",,"1,381.2",,73.9,,49.3,,"1,318.6",,"14,598.4",,
CT,Connecticut Transit - Hartford Division (CTTransit),1048,D,MB,DO,188,237.0,,"6,491.9",,"7,191.4",,"6,480.8",,543.1,,496.9,,"12,718.3",,"52,581.1",,
CT,Connecticut Transit - New Haven Division (CTTransit),1055,D,MB,DO,88,108.0,,"3,323.3",,"3,439.7",,"3,321.6",,301.0,,286.7,,"8,119.8",,"24,066.3",,
