State,Name, Org,Mode,Vehicles Operated in Maximum Service,,Vehicles Available for Maximum Service,,Annual Scheduled Vehicle Revenue Miles,,Annual Vehicle Miles,,Annual Actual Vehicle Revenue Miles,,Annual Vehicle Hours,,Annual Vehicle Revenue Hours,,Annual Unlinked Passenger Trips,,Annual Passenger Miles,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL,Rock Island County MTD,5057-B,DR,4,,9,,0.0 ,,9.9 ,,7.5 ,,1.0 ,,0.8 ,,1.3 ,,5.7 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,DRp,2,,2,,0.0 ,,95.9 ,,84.9 ,,6.7 ,,6.1 ,,11.3 ,,95.3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,51,,66,,"1,890.8 ",,"2,068.4 ",,"1,889.7 ",,156.4 ,,142.9 ,,"2,762.4 ",,"8,444.5 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,VP,8,,10,,0.0 ,,89.0 ,,86.3 ,,1.7 ,,1.6 ,,6.9 ,,437.7 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,65,,87,,"1,890.8 ",,"2,263.2 ",,"2,068.3 ",,165.9 ,,151.5 ,,"2,781.9 ",,"8,983.1 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL,Rockford MTD,5058-B,DR,12,,24,,0.0 ,,227.6 ,,197.2 ,,19.8 ,,15.1 ,,40.1 ,,355.4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,DRp,1,,2,,0.0 ,,1.5 ,,1.5 ,,0.2 ,,0.2 ,,8.0 ,,24.3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,26,,42,,"1,041.5 ",,"1,041.5 ",,"1,041.5 ",,80.6 ,,80.6 ,,"2,484.1 ",,"8,318.9 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,39,,68,,"1,041.5 ",,"1,270.5 ",,"1,240.1 ",,100.6 ,,95.9 ,,"2,532.2 ",,"8,698.5 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL,Springfield Mass Transit,5059-A,DR,9,,13,,0.0 ,,338.6 ,,306.5 ,,23.6 ,,21.8 ,,75.5 ,,409.2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,37,,48,,"1,096.6 ",,"1,178.0 ",,"1,096.6 ",,94.6 ,,88.7 ,,"1,362.6 ",,"4,862.7 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,46,,61,,"1,096.6 ",,"1,516.6 ",,"1,403.1 ",,118.3 ,,110.5 ,,"1,438.1 ",,"5,271.9 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,Anderson Transp Sys,5041-A,DR,5,,7,,0.0 ,,241.3 ,Q,235.5 ,Q,18.0 ,Q,16.5 ,Q,45.6 ,Q,218.8 ,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,6,,8,,245.8 ,Q,253.8 ,Q,245.8 ,Q,22.1 ,Q,20.3 ,Q,212.9 ,Q,"1,090.5 ",Q,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,11,,15,,245.8 ,Q,495.2 ,Q,481.3 ,Q,40.1 ,Q,36.8 ,Q,258.5 ,Q,"1,309.3 ",Q,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,Bloomington Public Transp,5110-B,DRp,6,,7,,0.0 ,,179.2 ,,98.6 ,,16.3 ,,9.0 ,,27.6 ,,88.4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,26,,33,,655.8 ,,727.3 ,,655.8 ,,66.1 ,,62.8 ,,"1,370.0 ",,"4,110.0 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,32,,40,,655.8 ,,906.5 ,,754.4 ,,82.4 ,,71.8 ,,"1,397.7 ",,"4,198.5 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,City of Kokomo,5145-B,DR,12,,12,,0.0 ,,157.2 ,,152.3 ,,12.1 ,,10.0 ,,47.2 ,,161.4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,DRp,15,,15,,0.0 ,,285.2 ,,138.8 ,,17.2 ,,10.5 ,,54.4 ,,162.6 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,27,,27,,0.0 ,,442.4 ,,291.0 ,,29.3 ,,20.5 ,,101.5 ,,324.0 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,East Chicago Public Trans,5042-A,DR,1,,2,,0.0 ,,29.1 ,,21.6 ,,4.0 ,,3.4 ,,5.7 ,,21.6 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,3,,6,,182.2 ,,169.2 ,,159.4 ,,10.7 ,,10.4 ,,231.9 ,,701.1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,4,,8,,182.2 ,,198.3 ,,180.9 ,,14.7 ,,13.9 ,,237.6 ,,722.6 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,Fort Wayne PTC,5044-A,DR,7,,10,,0.0 ,,234.9 ,,208.9 ,,15.9 ,,14.1 ,,30.9 ,,255.5 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,22,,34,,"1,166.7 ",,"1,204.7 ",,"1,166.7 ",,89.0 ,,84.6 ,,"1,313.0 ",,"4,319.9 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,29,,44,,"1,166.7 ",,"1,439.6 ",,"1,375.7 ",,104.9 ,,98.7 ,,"1,343.9 ",,"4,575.4 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,Gary Public Transp Corp,5045-B,DRp,2,,2,,0.0 ,,72.8 ,,66.1 ,Q,4.9 ,,4.5 ,,8.2 ,,67.6 ,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,28,,43,,"1,687.9 ",,"1,378.0 ",,"1,356.0 ",Q,93.0 ,,90.9 ,,"1,804.7 ",Q,"4,243.2 ",Q,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,30,,45,,"1,687.9 ",,"1,450.9 ",,"1,422.1 ",Q,97.9 ,,95.4 ,,"1,812.9 ",Q,"4,310.7 ",Q,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,Greater Lafayette PTC,5051-A,DR,5,,9,,0.0 ,,129.8 ,,107.7 ,,12.3 ,,10.4 ,,22.2 ,,99.4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,45,,56,,"1,223.7 ",,"1,270.2 ",,"1,221.4 ",,106.3 ,,102.1 ,,"2,787.9 ",,"11,369.1 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,50,,65,,"1,223.7 ",,"1,400.1 ",,"1,329.1 ",,118.6 ,,112.5 ,,"2,810.2 ",,"11,468.5 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,Hammond Transit System,5102-B,DRp,22,,22,,0.0 ,,24.0 ,,24.0 ,,1.4 ,,1.4 ,,6.4 ,,24.0 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MBp,10,,12,,422.6 ,,453.5 ,,422.6 ,,32.7 ,,28.4 ,,335.7 ,,"1,391.3 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,32,,34,,422.6 ,,477.4 ,,446.6 ,,34.1 ,,29.8 ,,342.2 ,,"1,415.3 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,HeartCityRider/GoshenTran,5149-B,DRp,28,,38,,0.0 ,,616.6 ,,351.0 ,,33.6 ,,23.0 ,,133.1 ,,404.7 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MBp,6,,7,,372.9 ,,416.8 ,,372.0 ,,22.4 ,,21.1 ,,81.3 ,,537.9 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,34,,45,,372.9 ,,"1,033.4 ",,722.9 ,,56.0 ,,44.0 ,,214.3 ,,942.6 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,Indianapolis Public Trans,5050-B,DR,22,,50,,0.0 ,,"1,694.8 ",,"1,411.4 ",,98.5 ,,72.5 ,,145.7 ,,"1,317.3 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,DRp,26,,32,,0.0 ,,"1,241.6 ",,"1,027.6 ",,73.9 ,,55.9 ,,109.9 ,,"1,009.5 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,112,,130,,"5,744.1 ",,"6,312.9 ",,"5,629.3 ",,421.1 ,,392.6 ,,"11,145.1 ",,"51,200.4 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MBp,17,,20,,522.4 ,,642.9 ,,511.9 ,,45.9 ,,40.2 ,,317.1 ,,"1,547.6 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,177,,232,,"6,266.5 ",,"9,892.2 ",,"8,580.1 ",,639.3 ,,561.3 ,,"11,717.9 ",,"55,074.8 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,LCEOC,5048-G,DR,40,,49,,0.0 ,,888.1 ,,675.0 ,,81.0 ,,60.7 ,,282.6 ,,"2,473.9 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,Metrop Evansville TS,5043-A,DR,14,,14,,0.0 ,,217.0 ,,212.4 ,,19.7 ,,19.3 ,,43.6 ,,119.9 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,26,,26,,"1,199.3 ",,"1,261.3 ",,"1,190.9 ",,92.9 ,,85.3 ,,"1,343.8 ",,"4,030.5 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,40,,40,,"1,199.3 ",,"1,478.4 ",,"1,403.3 ",,112.6 ,,104.6 ,,"1,387.4 ",,"4,150.4 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,Muncie Indiana Transit,5054-A,DR,9,,19,,0.0 ,,324.6 ,,285.7 ,,29.3 ,,25.8 ,,71.2 ,,259.0 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,23,,33,,833.6 ,,896.8 ,Q,833.6 ,Q,80.8 ,Q,61.1 ,Q,"1,300.6 ",,"3,433.9 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,32,,52,,833.6 ,,"1,221.4 ",Q,"1,119.3 ",Q,110.1 ,Q,86.9 ,Q,"1,371.8 ",,"3,692.9 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,N Tnshp-Lake Co DialARide,5103-A,DR,3,,5,,0.0 ,,58.8 ,,50.8 ,,5.8 ,,5.1 ,,10.9 ,,60.0 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,Nor IN Commuter TD,5104-A,CR,52,,56,,"2,802.7 ",,"2,969.9 ",,"2,806.5 ",,83.9 ,,80.1 ,,"3,611.3 ",,"101,096.3 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,Opportunity Enterprises,5131-G,DR,22,,27,,0.0 ,,438.7 ,,356.7 ,,35.7 ,,28.9 ,,116.0 ,,"2,020.9 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,South Bend Public Transp,5052-A,DR,6,,8,,0.0 ,,169.5 ,,151.1 ,,14.7 ,,13.3 ,,26.8 ,,176.9 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,44,,56,,"1,555.9 ",,"1,725.2 ",,"1,555.9 ",,139.6 ,,125.6 ,,"2,479.2 ",,"6,213.9 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,50,,64,,"1,555.9 ",,"1,894.7 ",,"1,707.0 ",,154.3 ,,138.9 ,,"2,506.0 ",,"6,390.8 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,Terre Haute Transit Utly,5053-A,DR,1,,1,,0.0 ,,30.8 ,,26.1 ,,2.9 ,Q,2.4 ,,6.2 ,,23.9 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,7,,11,,250.2 ,,260.7 ,,244.0 ,,26.3 ,,22.7 ,,180.0 ,,245.2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,8,,12,,250.2 ,,291.6 ,,270.1 ,,29.2 ,Q,25.1 ,,186.2 ,,269.1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN,Tradewinds Rehabilitation,5049-D,DR,30,,30,,0.0 ,,704.0 ,Q,651.1 ,Q,50.8 ,Q,40.7 ,Q,109.5 ,,651.1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KS,Johnson County Transit,7035-B,DRp,33,,39,,0.0 ,,953.2 ,Q,774.2 ,Q,46.4 ,,41.6 ,,112.7 ,,"1,138.3 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MBp,31,,38,,621.5 ,,862.6 ,,621.5 ,,48.3 ,,38.8 ,,279.6 ,,"3,220.1 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,64,,77,,621.5 ,,"1,815.8 ",Q,"1,395.7 ",Q,94.7 ,,80.3 ,,392.3 ,,"4,358.4 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
KS,Topeka Metropolitan TA,7014-B,DR,9,,12,,0.0 ,,288.5 ,,288.5 ,,18.2 ,,18.2 ,,50.6 ,,362.2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,DRp,20,,39,,0.0 ,,107.6 ,,107.6 ,,8.0 ,,8.0 ,,27.5 ,Q,165.3 ,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,23,,29,,906.6 ,,961.7 ,,906.6 ,,57.3 ,,55.7 ,,"1,238.8 ",,"4,955.2 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,52,,80,,906.6 ,,"1,357.8 ",,"1,302.6 ",,83.4 ,,81.9 ,,"1,317.0 ",Q,"5,482.7 ",Q,,,,,,,,,,,,,,,,,,,,,,,,,,,
KS,Wichita Transit,7015-B,DR,16,,16,,0.0 ,,501.1 ,Q,499.0 ,Q,45.5 ,Q,44.2 ,Q,73.1 ,,329.1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,DRp,16,,16,,0.0 ,,325.1 ,Q,325.1 ,Q,44.9 ,Q,44.9 ,Q,134.5 ,,605.1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,41,,47,,"1,606.3 ",,"1,687.2 ",,"1,606.3 ",,108.7 ,,102.3 ,,"2,541.5 ",,"10,621.7 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,73,,79,,"1,606.3 ",,"2,513.4 ",Q,"2,430.3 ",Q,199.1 ,Q,191.4 ,Q,"2,749.0 ",,"11,555.9 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
KY,TA - Northern Kentucky,4019-B,DR,9,,16,,0.0 ,,467.5 ,,405.2 ,,28.1 ,,24.4 ,,51.6 ,,502.2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,94,,120,,"3,149.9 ",,"3,902.6 ",,"3,149.9 ",,231.4 ,,201.5 ,,"4,431.9 ",,"26,170.9 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MBp,6,,10,,98.6 ,,98.6 ,,97.2 ,,7.9 ,,7.6 ,,131.7 ,,378.9 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,109,,146,,"3,248.5 ",,"4,468.7 ",,"3,652.2 ",,267.4 ,,233.5 ,,"4,615.3 ",,"27,052.0 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
KY,TA Lexington-Fayette Cnty,4017-B,DRp,12,,14,,0.0 ,,541.9 ,,504.7 ,,37.6 ,,34.6 ,,79.5 ,,601.6 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,39,,48,,"1,463.3 ",,"1,529.4 ",,"1,458.8 ",,118.5 ,,115.4 ,,"3,315.6 ",,"10,884.4 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MBp,2,,3,,23.2 ,,26.1 ,,23.2 ,,1.3 ,,1.2 ,,6.1 ,,29.5 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,53,,65,,"1,486.5 ",,"2,097.5 ",,"1,986.7 ",,157.4 ,,151.1 ,,"3,401.2 ",,"11,515.5 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
KY,Transit Auth - River City,4018-B,DR,9,,26,,0.0 ,,160.9 ,,140.0 ,,11.1 ,,9.6 ,,49.9 ,,514.9 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,DRp,72,,82,,0.0 ,,"3,970.9 ",,"3,178.3 ",,223.2 ,,184.5 ,,286.2 ,,"2,382.9 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,203,,299,,"7,691.6 ",,"8,408.9 ",,"7,691.0 ",,638.9 ,,601.5 ,,"15,460.9 ",,"55,456.2 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MBp,7,,9,,238.7 ,,269.6 ,,238.7 ,,16.6 ,,12.6 ,,85.0 ,,344.6 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,291,,416,,"7,930.3 ",,"12,810.3 ",,"11,248.1 ",,889.8 ,,808.3 ,,"15,881.9 ",,"58,698.5 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA,Capital Transp Corp,6022-B,DRp,9,,15,,0.0 ,,540.9 ,,504.7 ,,36.5 ,,35.1 ,,61.8 ,,622.6 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,48,,56,,"2,580.4 ",,"2,583.9 ",,"2,575.8 ",,155.9 ,,148.7 ,,"6,724.4 ",,"19,706.7 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MBp,18,,20,,"1,000.3 ",,"1,095.2 ",,"1,000.3 ",,63.0 ,,59.5 ,,319.1 ,,"1,109.6 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,75,,91,,"3,580.7 ",,"4,220.0 ",,"4,080.7 ",,255.4 ,,243.3 ,,"7,105.3 ",,"21,438.9 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA,City of Alexandria,6025-A,DR,2,,4,,0.0 ,,96.4 ,,91.2 ,,5.6 ,,5.0 ,,14.9 ,,73.3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,8,,11,,390.6 ,,395.2 ,,390.6 ,,28.1 ,,27.8 ,,700.8 ,,"2,770.3 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,10,,15,,390.6 ,,491.6 ,,481.8 ,,33.7 ,,32.8 ,,715.7 ,,"2,843.7 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA,City of Lafayette Transit,6038-B,DRp,5,,6,,0.0 ,,155.8 ,,150.1 ,,16.7 ,,15.9 ,,22.4 ,,93.9 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,12,,16,,469.4 ,,467.8 ,,454.8 ,,39.4 ,,38.5 ,,"1,333.0 ",,"4,953.8 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,17,,22,,469.4 ,,623.6 ,,604.9 ,,56.1 ,,54.4 ,,"1,355.4 ",,"5,047.8 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA,City of Monroe,6026-A,DR,1,,1,,0.0 ,,39.5 ,,35.8 ,,3.3 ,,3.0 ,,4.8 ,,20.2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,15,,20,,649.0 ,,673.3 ,,648.4 ,,48.7 ,,47.4 ,,680.4 ,,"5,601.8 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,16,,21,,649.0 ,,712.8 ,,684.3 ,,52.0 ,,50.5 ,,685.2 ,,"5,622.0 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA,Crescent City Connection,6020-C,FB,5,,5,,52.3 ,,43.8 ,,43.8 ,,22.1 ,,22.1 ,,"2,988.9 ",,"1,494.6 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA,Jefferson Parish DOT,6088-B,DRp,15,,18,,0.0 ,,548.2 ,,469.6 ,,47.5 ,,42.7 ,,73.6 ,,526.4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MBp,49,,56,,"2,192.1 ",,"2,387.9 ",,"2,186.3 ",,150.6 ,,137.9 ,,"3,650.0 ",,"15,919.2 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,64,,74,,"2,192.1 ",,"2,936.1 ",,"2,655.9 ",,198.1 ,,180.6 ,,"3,723.6 ",,"16,445.6 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA,RTA - Orleans & Jefferson,6032-B,DR,31,,38,,0.0 ,,882.8 ,,735.4 ,Q,79.8 ,,65.8 ,,116.8 ,Q,882.8 ,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,DRp,24,,24,,0.0 ,,985.3 ,Q,764.6 ,Q,82.9 ,Q,71.1 ,Q,120.6 ,Q,985.3 ,Q,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LR,23,,38,,694.8 ,,707.4 ,,672.5 ,,93.3 ,,77.3 ,,"5,360.0 ",,"13,225.9 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,299,,364,,"11,847.9 ",,"12,429.9 ",,"11,748.9 ",,"1,009.8 ",,853.9 ,,"50,649.3 ",,"146,450.3 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,377,,464,,"12,542.7 ",,"15,005.3 ",Q,"13,921.5 ",Q,"1,265.8 ",Q,"1,068.1 ",Q,"56,246.7 ",Q,"161,544.3 ",Q,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA,Shreveport Area Transit,6024-B,DRp,8,,11,,0.0 ,,349.3 ,,320.0 ,,27.5 ,,24.6 ,,28.0 ,,249.3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,37,,45,,"1,971.7 ",,"2,023.5 ",,"1,968.9 ",,138.6 ,,132.5 ,,"3,541.6 ",,"14,850.0 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,45,,56,,"1,971.7 ",,"2,372.8 ",,"2,289.0 ",,166.0 ,,157.1 ,,"3,569.5 ",,"15,099.3 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA,Terrebonne Parish,6080-A,MB,6,,8,,289.5 ,,290.3 ,,289.3 ,,17.0 ,,16.8 ,,220.8 ,,"1,079.0 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,Berkshire RTA,1007-B,DRp,71,,71,,0.0 ,,0.0 ,W,0.0 ,W,0.0 ,W,0.0 ,W,0.0 ,W,0.0 ,W,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MBp,14,,19,,879.4 ,,968.5 ,,879.0 ,,53.7 ,,47.7 ,,547.2 ,,"2,730.9 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,85,,90,,879.4 ,,968.5 ,Q,879.0 ,Q,53.7 ,Q,47.7 ,Q,547.2 ,Q,"2,730.9 ",Q,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,Brockton Area Transit,1004-B,DRp,33,,36,,0.0 ,,573.2 ,,573.2 ,,57.0 ,,57.0 ,,244.6 ,,929.5 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MBp,48,,52,,"1,643.6 ",,"1,640.6 ",,"1,614.0 ",,122.5 ,,115.7 ,,"3,332.5 ",,"17,555.7 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,81,,88,,"1,643.6 ",,"2,213.8 ",,"2,187.2 ",,179.5 ,,172.7 ,,"3,577.1 ",,"18,485.2 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,Cape Ann Transp Auth,1053-B,DRp,7,,13,,0.0 ,,186.0 ,Q,163.0 ,Q,14.0 ,Q,12.3 ,Q,35.8 ,,143.2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MBp,15,,21,,318.9 ,,318.9 ,,318.9 ,,21.8 ,,21.8 ,,344.8 ,,"1,620.6 ",Q,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,22,,34,,318.9 ,,504.9 ,Q,481.9 ,Q,35.8 ,Q,34.0 ,Q,380.6 ,,"1,763.8 ",Q,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,Cape Cod RTA,1105-B,DRp,60,,69,,0.0 ,,"2,665.2 ",,"2,665.2 ",,156.8 ,,156.8 ,,712.1 ,,"4,700.1 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MBp,29,,29,,570.1 ,,571.4 ,,519.4 ,,34.4 ,,31.3 ,,217.4 ,,"1,804.1 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,89,,98,,570.1 ,,"3,236.5 ",,"3,184.6 ",,191.2 ,,188.1 ,,929.5 ,,"6,504.1 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,Greater Attleboro-Taunton,1064-B,DRp,44,,46,,0.0 ,,"1,127.4 ",,990.6 ,,83.0 ,,71.7 ,,228.0 ,,"1,627.5 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MBp,46,,49,,"2,382.2 ",,"2,387.2 ",,"2,261.6 ",,101.6 ,,92.9 ,,921.3 ,,"16,963.5 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,90,,95,,"2,382.2 ",,"3,514.6 ",,"3,252.2 ",,184.6 ,,164.6 ,,"1,149.3 ",,"18,591.0 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,Lowell Regional Transit,1005-B,DRp,32,,32,,0.0 ,,663.3 ,,599.0 ,,54.0 ,,50.3 ,,131.6 ,,583.5 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,32,,37,,895.9 ,,994.9 ,,893.0 ,,96.7 ,,89.1 ,,"1,680.5 ",,"4,020.8 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Total,64,,69,,895.9 ,,"1,658.1 ",,"1,491.9 ",,150.7 ,,139.4 ,,"1,812.1 ",,"4,604.3 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
MA,Mass Bay Transp Auth,1003-B,CR,379,,440,,"21,797.2 ",,"22,394.8 ",,"21,832.8 ",,675.4 ,,657.8 ,,"36,416.8 ",,"715,045.3 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,DRp,370,,552,,0.0 ,,"9,710.4 ",,"7,804.2 ",,762.6 ,,606.0 ,,"1,055.8 ",,"13,597.3 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,FBp,12,,15,,177.7 ,,177.7 ,,177.7 ,,23.1 ,,23.1 ,,"1,424.5 ",,"10,549.2 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HR,320,,408,,"19,173.1 ",,"21,054.6 ",,"20,663.4 ",,957.0 ,,939.2 ,,"138,259.5 ",,"473,924.3 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,LR,154,,188,,"5,563.3 ",,"6,334.5 ",,"6,324.8 ",,422.3 ,,421.7 ,,"73,549.3 ",,"157,925.5 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,MB,769,,911,,"22,393.0 ",,"26,032.2 ",,"22,995.1 ",,"2,479.3 ",,"2,190.0 ",,"98,584.1 ",,"250,791.8 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,
